timestep,Auvergne_Rhone_Alpes,Nouvelle_Aquitaine,Occitanie,Provence_Alpes_Cote_dAzur
8123,113.825,120.0,115.4875,95.0
8124,109.1954,120.0,120.0,99.737533
8125,118.25459,120.0,120.0,99.737533
8126,118.25459,120.0,120.0,99.737533
8127,120.0,120.0,120.0,101.60428
8128,118.25459,120.0,120.0,99.737533
8129,109.1954,120.0,115.4875,95.0
8130,109.1954,120.0,115.4875,95.0
8131,87.2,95.0,119.3617,120.0
8132,120.0,95.0,89.3,120.0
8133,120.0,95.0,89.3,120.0
8134,120.0,95.0,120.0,120.0
8135,120.0,95.0,120.0,120.0
8136,87.8,95.0,120.0,120.0
8137,87.8,95.0,120.0,120.0
8138,98.41881,120.0,120.0,120.0
8139,120.0,95.0,120.0,120.0
8140,87.2,95.0,119.3617,120.0
8141,87.2,95.0,90.582946,120.0
8142,76.175,83.208556,78.06865,108.20856
8143,20.0,23.128342,25.0,48.128342
8144,87.2,95.0,89.3,120.0
8145,113.825,120.0,115.4875,95.0
8146,87.2,95.0,119.3617,120.0
8147,113.825,120.0,115.4875,95.0
8148,87.2,95.0,119.3617,120.0
8149,18.85,21.898396,19.670722,46.898396
8150,87.2,95.0,119.3617,120.0
8151,87.2,95.0,89.3,120.0
8152,87.2,95.0,119.3617,120.0
8153,18.725,21.764706,19.543382,46.764706
8154,113.825,120.0,115.4875,95.0
8155,87.2,95.0,89.3,120.0
8156,87.2,95.0,89.3,120.0
8157,87.2,95.0,89.3,120.0
8158,120.0,120.0,120.0,120.0
8159,87.2,95.0,89.3,120.0
8160,120.0,95.0,96.651587,120.0
8161,87.2,95.0,89.3,120.0
8162,113.825,120.0,115.4875,95.0
8163,113.825,120.0,115.4875,95.0
8164,113.825,120.0,115.4875,95.0
8165,113.825,120.0,115.4875,95.0
8166,118.25459,120.0,120.0,99.737533
8167,118.25459,120.0,120.0,99.737533
8168,120.0,120.0,120.0,101.60428
8169,120.0,120.0,120.0,101.60428
8170,120.0,120.0,120.0,101.60428
8171,120.0,120.0,120.0,101.60428
8172,120.0,120.0,102.98103,101.60428
8173,120.0,120.0,120.0,101.60428
8174,120.0,120.0,120.0,101.60428
8175,63.890814,66.594453,64.618717,41.594453
8176,87.2,120.0,89.3,120.0
8177,87.2,120.0,89.3,120.0
8178,120.0,120.0,89.3,120.0
8179,120.0,120.0,120.0,120.0
8180,120.0,120.0,120.0,120.0
8181,120.0,120.0,99.41464,120.0
8182,120.0,120.0,120.0,120.0
8183,87.8,120.0,120.0,120.0
8184,120.0,120.0,120.0,120.0
8185,87.8,120.0,120.0,120.0
8186,87.2,120.0,119.3617,120.0
8187,87.2,120.0,119.3617,120.0
8188,87.2,120.0,89.3,120.0
8189,87.2,120.0,119.3617,120.0
8190,87.2,120.0,89.3,120.0
8191,87.2,120.0,89.3,120.0
8192,87.2,120.0,89.3,120.0
8193,83.666142,120.0,85.7,116.22047
8194,87.2,120.0,89.3,120.0
8195,87.2,95.0,89.3,120.0
8196,87.2,120.0,89.3,120.0
8197,87.2,120.0,89.3,120.0
8198,87.2,120.0,119.3617,120.0
8199,87.2,120.0,119.3617,120.0
8200,87.2,120.0,89.3,120.0
8201,87.2,95.0,89.3,120.0
8202,113.825,120.0,115.4875,95.0
8203,87.2,95.0,89.3,120.0
8204,87.2,95.0,89.3,120.0
8205,87.2,120.0,113.2068,120.0
8206,87.2,120.0,89.3,120.0
8207,87.2,95.0,89.3,120.0
8208,120.0,93.425197,87.8,118.4252
8209,113.825,120.0,115.4875,95.0
8210,118.25459,120.0,120.0,99.737533
8211,118.25459,120.0,120.0,99.737533
8212,118.25459,120.0,120.0,99.737533
8213,113.825,120.0,115.4875,95.0
8214,118.25459,120.0,120.0,99.737533
8215,118.25459,120.0,120.0,99.737533
8216,118.25459,120.0,120.0,99.737533
8217,120.0,120.0,120.0,101.60428
8218,120.0,120.0,120.0,101.60428
8219,120.0,120.0,120.0,101.60428
8220,120.0,120.0,120.0,101.60428
8221,118.25459,120.0,120.0,99.737533
8222,120.0,120.0,120.0,101.60428
8223,4.1431759,2.6932362,3.7528075,22.306764
8224,87.2,120.0,89.3,120.0
8225,87.2,95.0,89.3,120.0
8226,87.8,120.0,120.0,120.0
8227,87.2,120.0,89.3,120.0
8228,87.8,120.0,120.0,120.0
8229,87.2,120.0,89.3,120.0
8230,87.2,120.0,119.3617,120.0
8231,87.2,120.0,119.3617,120.0
8232,87.8,120.0,120.0,120.0
8233,87.2,120.0,119.3617,120.0
8234,87.2,120.0,89.3,120.0
8235,87.2,120.0,89.3,120.0
8236,87.2,120.0,89.3,120.0
8237,87.2,120.0,89.3,120.0
8238,87.2,120.0,89.3,120.0
8239,87.2,120.0,89.3,120.0
8240,83.666142,120.0,85.7,116.22047
8241,87.2,120.0,89.3,120.0
8242,87.2,120.0,89.3,120.0
8243,87.2,95.0,89.3,120.0
8244,20.608858,23.779528,21.4625,48.779528
8245,87.2,120.0,89.3,120.0
8246,87.2,95.0,119.3617,120.0
8247,87.2,95.0,119.3617,120.0
8248,87.2,120.0,89.3,120.0
8249,87.2,95.0,89.3,120.0
8250,113.825,120.0,115.4875,95.0
8251,113.825,120.0,115.4875,95.0
8252,113.825,120.0,115.4875,95.0
8253,87.2,95.0,89.3,120.0
8254,120.0,120.0,89.3,120.0
8255,87.2,95.0,119.3617,120.0
8256,87.2,95.0,89.3,120.0
8257,87.2,95.0,89.3,120.0
8258,113.825,120.0,115.4875,95.0
8259,118.25459,120.0,120.0,99.737533
8260,87.2,95.0,89.3,120.0
8261,97.53622,102.57885,98.89385,77.578845
8262,113.825,120.0,115.4875,95.0
8263,113.825,120.0,115.4875,95.0
8264,118.25459,120.0,120.0,99.737533
8265,118.25459,120.0,120.0,99.737533
8266,120.0,120.0,120.0,101.60428
8267,120.0,120.0,120.0,101.60428
8268,120.0,120.0,120.0,101.60428
8269,118.25459,120.0,120.0,99.737533
8270,113.825,120.0,115.4875,95.0
8271,98.545407,103.65819,99.921925,78.658189
8272,87.2,95.0,108.59556,120.0
8273,120.0,120.0,89.3,120.0
8274,87.2,120.0,89.3,120.0
8275,120.0,120.0,120.0,120.0
8276,87.2,120.0,89.3,120.0
8277,87.2,120.0,89.3,120.0
8278,87.8,120.0,120.0,120.0
8279,87.2,120.0,89.3,120.0
8280,87.2,120.0,119.3617,120.0
8281,87.2,120.0,119.3617,120.0
8282,87.2,120.0,89.3,120.0
8283,87.2,120.0,119.3617,120.0
8284,87.2,120.0,89.3,120.0
8285,87.2,120.0,89.3,120.0
8286,87.2,120.0,89.3,120.0
8287,87.2,120.0,89.3,120.0
8288,17.075,20.0,17.8625,45.0
8289,87.2,95.0,89.3,120.0
8290,87.2,120.0,89.3,120.0
8291,69.21761,72.291562,70.045213,47.291562
8292,63.825,70.0,65.4875,95.0
8293,87.2,95.0,89.3,120.0
8294,87.2,120.0,119.3617,120.0
8295,87.2,120.0,119.3617,120.0
8296,87.2,95.0,89.3,120.0
8297,87.2,95.0,89.3,120.0
8298,26.425,30.0,27.3875,55.0
8299,87.2,95.0,89.3,120.0
8300,113.825,120.0,115.4875,95.0
8301,87.2,120.0,89.3,120.0
8302,87.2,95.0,89.3,120.0
8303,87.2,95.0,119.3617,120.0
8304,87.2,95.0,89.3,120.0
8305,87.2,95.0,89.3,120.0
8306,118.25459,120.0,120.0,99.737533
8307,118.25459,120.0,120.0,99.737533
8308,113.825,120.0,115.4875,95.0
8309,113.825,120.0,115.4875,95.0
8310,118.25459,120.0,120.0,99.737533
8311,118.25459,120.0,120.0,99.737533
8312,118.25459,120.0,120.0,99.737533
8313,120.0,120.0,120.0,101.60428
8314,120.0,120.0,120.0,101.60428
8315,120.0,120.0,120.0,101.60428
8316,120.0,120.0,120.0,101.60428
8317,120.0,120.0,120.0,101.60428
8318,120.0,120.0,120.0,101.60428
8319,87.2,95.0,89.3,120.0
8320,87.2,95.0,89.3,120.0
8321,87.2,120.0,89.3,120.0
8322,87.2,120.0,89.3,120.0
8323,90.127672,120.0,89.3,120.0
8324,87.2,120.0,119.3617,120.0
8325,87.2,120.0,119.3617,120.0
8326,87.8,120.0,120.0,120.0
8327,87.2,120.0,89.3,120.0
8328,87.2,120.0,119.3617,120.0
8329,87.2,120.0,89.3,120.0
8330,87.2,120.0,89.3,120.0
8331,87.2,120.0,89.3,120.0
8332,87.2,120.0,89.3,120.0
8333,87.2,120.0,89.3,120.0
8334,87.2,120.0,119.3617,120.0
8335,87.2,120.0,89.3,120.0
8336,87.2,120.0,89.3,120.0
8337,87.2,95.0,89.3,120.0
8338,7.6,20.0,18.510638,18.609626
8339,36.18913,36.966984,12.97234,11.966984
8340,87.2,95.0,89.3,120.0
8341,87.2,95.0,89.3,120.0
8342,87.2,120.0,119.3617,120.0
8343,87.2,120.0,119.3617,120.0
8344,87.2,95.0,89.3,120.0
8345,87.2,120.0,89.3,120.0
8346,87.2,95.0,89.3,120.0
8347,113.825,120.0,115.4875,95.0
8348,90.45,95.0,91.675,70.0
8349,87.2,120.0,89.3,120.0
8350,87.2,120.0,119.3617,120.0
8351,87.2,95.0,89.314894,120.0
8352,87.2,95.0,89.3,120.0
8353,87.2,95.0,89.3,120.0
8354,113.825,120.0,115.4875,95.0
8355,118.25459,120.0,120.0,99.737533
8356,113.825,120.0,115.4875,95.0
8357,113.825,120.0,115.4875,95.0
8358,113.825,120.0,115.4875,95.0
8359,113.825,120.0,115.4875,95.0
8360,118.25459,120.0,120.0,99.737533
8361,120.0,120.0,120.0,101.60428
8362,120.0,120.0,120.0,101.60428
8363,120.0,120.0,120.0,101.60428
8364,120.0,120.0,120.0,101.60428
8365,118.25459,120.0,120.0,99.737533
8366,120.0,120.0,120.0,101.60428
8367,87.2,95.0,89.3,120.0
8368,87.2,120.0,89.3,120.0
8369,120.0,120.0,89.3,120.0
8370,120.0,120.0,89.3,120.0
8371,120.0,120.0,120.0,120.0
8372,120.0,120.0,120.0,120.0
8373,87.2,120.0,119.3617,120.0
8374,87.2,120.0,89.3,120.0
8375,87.2,120.0,89.3,120.0
8376,87.2,120.0,119.3617,120.0
8377,87.2,120.0,89.3,120.0
8378,87.2,120.0,89.3,120.0
8379,87.2,120.0,89.3,120.0
8380,87.2,120.0,89.3,120.0
8381,87.2,120.0,89.3,120.0
8382,87.2,120.0,89.3,120.0
8383,87.2,120.0,89.3,120.0
8384,47.993053,49.591501,48.423404,24.591501
8385,99.8,105.0,101.2,80.0
8386,87.2,95.0,89.3,120.0
8387,2.006947,0.40849947,1.5765957,24.591501
8388,6.3,5.0,5.95,20.0
8389,87.2,95.0,119.3617,120.0
8390,87.2,95.0,119.3617,120.0
8391,87.2,95.0,89.3,120.0
8392,87.2,95.0,89.3,120.0
8393,87.2,95.0,89.3,120.0
8394,87.2,95.0,89.3,120.0
8395,112.88982,118.99981,101.89681,93.999806
8396,6.3,5.0,5.95,20.0
8397,87.2,120.0,89.3,120.0
8398,120.0,95.0,120.0,120.0
8399,87.8,95.0,120.0,120.0
8400,87.8,95.0,120.0,120.0
8401,120.0,95.0,108.4906,120.0
8402,87.2,95.0,119.3617,120.0
8403,8.1673481,6.9971637,7.8522985,18.002836
8404,113.825,120.0,115.4875,95.0
8405,120.0,93.425197,87.8,118.4252
8406,109.1954,120.0,115.4875,95.0
8407,118.25459,120.0,120.0,99.737533
8408,113.825,120.0,115.4875,95.0
8409,118.25459,120.0,120.0,99.737533
8410,113.825,120.0,115.4875,95.0
8411,113.825,120.0,115.4875,95.0
8412,109.1954,120.0,115.4875,95.0
8413,118.25459,120.0,120.0,99.737533
8414,120.0,120.0,120.0,101.60428
8415,109.1954,120.0,115.4875,95.0
8416,118.25459,120.0,120.0,99.737533
8417,56.038254,73.753281,71.4375,48.753281
8418,120.0,95.0,89.3,120.0
8419,120.0,95.0,120.0,120.0
8420,87.2,95.0,89.3,120.0
8421,120.0,95.0,120.0,120.0
8422,120.0,120.0,120.0,120.0
8423,87.8,120.0,120.0,120.0
8424,87.8,120.0,120.0,120.0
8425,87.8,120.0,120.0,120.0
8426,87.8,120.0,120.0,120.0
8427,87.8,120.0,120.0,120.0
8428,87.2,95.0,89.3,120.0
8429,87.2,95.0,89.3,120.0
8430,47.2,48.743316,47.615508,23.743316
8431,87.2,95.0,89.3,120.0
8432,47.2,48.743316,27.477622,23.743316
8433,20.638925,23.811685,21.49313,48.811685
8434,19.361075,22.445,20.191362,47.445
8435,10.675,13.15508,11.342714,38.15508
8436,29.325,33.101604,50.43223,58.101604
8437,20.0,23.128342,20.842246,48.128342
8438,86.05,93.770053,118.1383,118.77005
8439,87.2,95.0,89.3,120.0
8440,87.2,95.0,89.3,120.0
8441,87.2,95.0,89.3,120.0
8442,113.825,120.0,115.4875,95.0
8443,113.825,120.0,115.4875,95.0
8444,20.0,23.128342,20.842246,48.128342
8445,87.2,95.0,119.3617,120.0
8446,120.0,120.0,120.0,120.0
8447,87.8,95.0,120.0,120.0
8448,120.0,93.425197,87.8,118.4252
8449,87.2,95.0,89.3,120.0
8450,87.2,95.0,89.3,120.0
8451,87.2,95.0,119.3617,120.0
8452,120.0,95.0,89.3,120.0
8453,87.2,95.0,89.3,120.0
8454,113.825,120.0,115.4875,95.0
8455,113.825,120.0,115.4875,95.0
8456,109.1954,120.0,115.4875,95.0
8457,109.1954,120.0,115.4875,95.0
8458,109.1954,120.0,115.4875,95.0
8459,109.1954,120.0,115.4875,95.0
8460,109.1954,120.0,115.4875,95.0
8461,111.29457,120.0,115.4875,95.0
8462,118.25459,120.0,120.0,99.737533
8463,118.25459,120.0,120.0,99.737533
8464,113.825,120.0,102.98103,95.0
8465,109.1954,120.0,115.4875,95.0
8466,4.348832,2.9131893,21.969328,22.086811
8467,120.0,95.0,120.0,120.0
8468,87.8,95.0,120.0,120.0
8469,120.0,95.0,120.0,120.0
8470,120.0,120.0,120.0,120.0
8471,120.0,115.75957,120.0,120.0
8472,87.2,120.0,119.3617,120.0
8473,87.8,120.0,120.0,120.0
8474,120.0,120.0,120.0,120.0
8475,87.8,120.0,120.0,120.0
8476,87.2,95.0,89.3,120.0
8477,87.2,95.0,89.3,120.0
8478,87.2,95.0,89.3,120.0
8479,87.2,95.0,89.3,120.0
8480,113.825,120.0,115.4875,95.0
8481,35.750459,39.973753,36.8875,64.973753
8482,29.01625,32.77139,57.464096,57.77139
8483,113.825,120.0,115.4875,95.0
8484,118.25459,120.0,120.0,99.737533
8485,87.2,95.0,89.3,120.0
8486,87.2,95.0,119.3617,120.0
8487,87.2,95.0,119.3617,120.0
8488,87.2,95.0,89.3,120.0
8489,87.2,95.0,89.3,120.0
8490,111.71671,117.74514,113.33975,92.745144
8491,87.2,95.0,89.3,120.0
8492,4.7454068,3.3373335,4.3663102,21.662666
8493,87.2,95.0,89.3,120.0
8494,120.0,95.0,89.3,120.0
8495,87.2,95.0,119.3617,120.0
8496,120.0,95.0,89.3,120.0
8497,87.2,95.0,89.3,120.0
8498,113.825,120.0,115.4875,95.0
8499,113.825,120.0,115.4875,95.0
8500,69.939528,73.063667,70.780643,48.063667
8501,51.304378,53.133024,51.796706,28.133024
8502,117.43893,120.0,119.16907,98.865169
8503,118.25459,120.0,120.0,99.737533
8504,120.0,120.0,120.0,101.60428
8505,120.0,120.0,120.0,101.60428
8506,120.0,120.0,120.0,101.60428
8507,120.0,120.0,120.0,101.60428
8508,120.0,120.0,102.98103,101.60428
8509,120.0,120.0,120.0,101.60428
8510,120.0,120.0,120.0,101.60428
8511,87.2,95.0,89.3,120.0
8512,87.2,95.0,119.3617,120.0
8513,120.0,120.0,89.3,120.0
8514,120.0,120.0,120.0,120.0
8515,120.0,120.0,120.0,120.0
8516,120.0,120.0,89.3,120.0
8517,120.0,120.0,120.0,120.0
8518,87.8,120.0,120.0,120.0
8519,87.8,120.0,120.0,120.0
8520,87.8,120.0,120.0,120.0
8521,87.2,120.0,119.3617,120.0
8522,87.8,120.0,120.0,120.0
8523,87.2,120.0,119.3617,120.0
8524,87.2,120.0,119.3617,120.0
8525,87.2,120.0,89.3,120.0
8526,87.2,120.0,89.3,120.0
8527,87.2,120.0,89.3,120.0
8528,87.2,95.0,89.3,120.0
8529,87.2,95.0,89.3,120.0
8530,118.25459,120.0,120.0,99.737533
8531,1.9579749,0.35612284,1.526707,24.643877
8532,20.0,23.128342,20.842246,48.128342
8533,87.2,95.0,89.3,120.0
8534,87.2,120.0,119.3617,120.0
8535,87.2,95.0,119.3617,120.0
8536,87.2,120.0,89.3,120.0
8537,87.2,95.0,89.3,120.0
8538,113.825,120.0,115.4875,95.0
8539,59.809186,65.705012,61.396524,90.705012
8540,113.825,120.0,115.4875,95.0
8541,87.2,95.0,89.3,120.0
8542,87.2,95.0,119.3617,120.0
8543,87.2,95.0,98.223472,120.0
8544,120.0,95.0,89.3,120.0
8545,87.2,95.0,89.3,120.0
8546,113.825,120.0,115.4875,95.0
8547,118.25459,120.0,120.0,99.737533
8548,118.25459,120.0,120.0,99.737533
8549,87.2,95.0,89.3,120.0
8550,113.825,120.0,115.4875,95.0
8551,113.825,120.0,115.4875,95.0
8552,118.25459,120.0,120.0,99.737533
8553,120.0,120.0,120.0,101.60428
8554,120.0,120.0,120.0,101.60428
8555,120.0,120.0,120.0,101.60428
8556,120.0,120.0,120.0,101.60428
8557,120.0,120.0,120.0,101.60428
8558,120.0,120.0,120.0,101.60428
8559,25.079593,28.561062,26.016912,53.561062
8560,120.0,95.0,89.3,120.0
8561,120.0,120.0,89.3,120.0
8562,87.2,120.0,119.29798,120.0
8563,87.2,120.0,89.3,120.0
8564,120.0,120.0,120.0,120.0
8565,87.2,120.0,89.3,120.0
8566,87.8,120.0,120.0,120.0
8567,87.2,120.0,89.3,120.0
8568,87.2,120.0,119.3617,120.0
8569,87.2,120.0,119.3617,120.0
8570,87.2,120.0,119.3617,120.0
8571,87.2,120.0,89.3,120.0
8572,87.2,120.0,89.3,120.0
8573,87.2,120.0,89.3,120.0
8574,87.2,120.0,89.3,120.0
8575,87.2,120.0,89.3,120.0
8576,87.2,120.0,89.3,120.0
8577,87.2,120.0,89.3,120.0
8578,118.25459,107.18919,120.0,99.737533
8579,4.1836614,2.7365363,3.7940508,22.263464
8580,19.161745,18.755877,6.2109091,6.2441226
8581,24.081365,27.493438,25.0,52.493438
8582,87.2,120.0,119.3617,120.0
8583,87.2,120.0,95.50264,120.0
8584,87.2,120.0,119.3617,120.0
8585,87.2,95.0,89.3,120.0
8586,87.2,95.0,89.3,120.0
8587,113.825,120.0,115.4875,95.0
8588,6.3,5.0,5.95,20.0
8589,87.2,120.0,119.3617,120.0
8590,87.8,120.0,120.0,120.0
8591,87.2,95.0,119.3617,120.0
8592,120.0,95.0,89.3,120.0
8593,87.2,95.0,119.3617,120.0
8594,113.825,120.0,115.4875,95.0
8595,118.25459,120.0,120.0,99.737533
8596,113.825,120.0,115.4875,95.0
8597,55.791601,61.408129,57.303743,86.408129
8598,118.25459,120.0,120.0,99.737533
8599,118.25459,120.0,120.0,99.737533
8600,118.25459,120.0,120.0,99.737533
8601,120.0,120.0,120.0,101.60428
8602,120.0,120.0,120.0,101.60428
8603,120.0,120.0,120.0,101.60428
8604,120.0,120.0,120.0,101.60428
8605,118.25459,120.0,120.0,99.737533
8606,120.0,120.0,120.0,101.60428
8607,113.825,120.0,115.4875,95.0
8608,87.2,120.0,89.3,120.0
8609,120.0,95.0,89.3,120.0
8610,120.0,120.0,89.3,120.0
8611,120.0,120.0,89.3,120.0
8612,120.0,120.0,89.3,120.0
8613,87.2,120.0,89.3,120.0
8614,87.8,120.0,120.0,120.0
8615,87.2,120.0,119.3617,120.0
8616,87.8,120.0,120.0,120.0
8617,87.2,120.0,119.3617,120.0
8618,87.2,120.0,89.3,120.0
8619,87.2,120.0,89.3,120.0
8620,87.2,120.0,89.3,120.0
8621,87.2,120.0,89.3,120.0
8622,87.2,120.0,89.3,120.0
8623,87.2,120.0,119.3617,120.0
8624,87.2,120.0,89.3,120.0
8625,38.425,39.358289,38.67627,14.358289
8626,87.2,95.0,119.3617,120.0
8627,77.85,85.0,79.775,110.0
8628,113.825,120.0,115.4875,95.0
8629,87.2,95.0,89.3,120.0
8630,87.2,120.0,119.3617,120.0
8631,87.2,120.0,89.3,120.0
8632,87.2,95.0,89.3,120.0
8633,87.2,95.0,89.3,120.0
8634,87.2,95.0,89.3,120.0
8635,113.825,120.0,115.4875,95.0
8636,15.578802,18.399788,16.338298,43.399788
8637,87.2,120.0,119.3617,120.0
8638,120.0,120.0,89.3,120.0
8639,87.2,95.0,89.3,120.0
8640,87.2,95.0,89.3,120.0
8641,87.2,95.0,119.3617,120.0
8642,24.240022,24.187189,24.225798,0.81281063
8643,118.25459,120.0,120.0,99.737533
8644,113.825,120.0,115.4875,95.0
8645,113.825,120.0,115.4875,95.0
8646,118.25459,120.0,120.0,99.737533
8647,118.25459,120.0,120.0,99.737533
8648,118.25459,120.0,120.0,99.737533
8649,120.0,120.0,120.0,101.60428
8650,120.0,120.0,120.0,101.60428
8651,120.0,120.0,120.0,101.60428
8652,120.0,120.0,120.0,101.60428
8653,120.0,120.0,120.0,101.60428
8654,120.0,120.0,120.0,101.60428
8655,87.2,95.0,89.3,120.0
8656,87.2,120.0,97.083451,120.0
8657,87.2,120.0,89.3,120.0
8658,87.2,120.0,89.3,120.0
8659,87.2,120.0,89.3,120.0
8660,87.2,120.0,119.3617,120.0
8661,87.2,120.0,89.3,120.0
8662,87.2,120.0,119.3617,120.0
8663,87.2,120.0,89.3,120.0
8664,87.2,120.0,119.3617,120.0
8665,87.2,120.0,119.3617,120.0
8666,87.2,120.0,89.3,120.0
8667,87.2,120.0,119.3617,120.0
8668,87.2,120.0,89.3,120.0
8669,87.2,120.0,89.3,120.0
8670,87.2,120.0,89.3,120.0
8671,87.2,120.0,89.3,120.0
8672,87.2,95.0,89.3,120.0
8673,74.154593,81.047693,76.010428,106.04769
8674,87.2,120.0,119.3617,120.0
8675,99.8,105.0,101.2,80.0
8676,120.0,109.1954,120.0,101.60428
8677,87.2,95.0,89.3,120.0
8678,87.2,120.0,119.3617,120.0
8679,87.2,120.0,119.3617,120.0
8680,87.2,95.0,89.3,120.0
8681,87.2,95.0,89.3,120.0
8682,87.2,95.0,89.3,120.0
8683,113.825,120.0,115.4875,95.0
8684,87.2,95.0,89.3,120.0
8685,100.29081,86.541165,101.7,80.524934
8686,120.0,120.0,120.0,120.0
8687,87.2,120.0,119.3617,120.0
8688,87.2,120.0,108.39276,120.0
8689,87.2,95.0,89.3,120.0
8690,118.25459,120.0,120.0,99.737533
8691,87.2,95.0,89.3,120.0
8692,118.25459,120.0,120.0,99.737533
8693,113.825,120.0,115.4875,95.0
8694,113.825,120.0,115.4875,95.0
8695,113.825,120.0,115.4875,95.0
8696,118.25459,120.0,120.0,99.737533
8697,118.25459,120.0,120.0,99.737533
8698,120.0,120.0,120.0,101.60428
8699,118.98948,120.0,120.0,100.52351
8700,120.0,120.0,120.0,101.60428
8701,118.25459,120.0,120.0,99.737533
8702,120.0,120.0,120.0,101.60428
8703,81.853264,89.281566,83.853191,114.28157
8704,120.0,95.0,89.3,120.0
8705,120.0,95.0,89.3,120.0
8706,120.0,95.407308,89.3,120.0
8707,120.0,120.0,89.3,120.0
8708,87.2,120.0,119.3617,120.0
8709,87.2,120.0,119.3617,120.0
8710,87.2,120.0,89.3,120.0
8711,87.2,120.0,89.3,120.0
8712,87.2,120.0,119.3617,120.0
8713,87.2,120.0,119.3617,120.0
8714,87.2,120.0,89.3,120.0
8715,87.2,120.0,89.3,120.0
8716,87.2,120.0,89.3,120.0
8717,83.666142,120.0,85.7,116.22047
8718,87.2,120.0,89.3,120.0
8719,87.2,120.0,89.3,120.0
8720,87.2,95.0,89.3,120.0
8721,113.825,120.0,115.4875,95.0
8722,87.2,120.0,119.3617,120.0
8723,82.607954,86.612785,83.686177,61.612785
8724,87.2,95.0,89.3,120.0
8725,87.2,95.0,89.3,120.0
8726,87.2,120.0,119.3617,120.0
8727,87.2,120.0,119.3617,120.0
8728,87.2,95.0,119.3617,120.0
8729,87.2,95.0,89.3,120.0
8730,118.25459,120.0,120.0,99.737533
8731,113.825,120.0,115.4875,95.0
8732,87.2,95.0,89.3,120.0
8733,87.2,95.0,89.3,120.0
8734,87.8,120.0,120.0,120.0
8735,87.2,120.0,119.3617,120.0
8736,120.0,93.425197,87.8,118.4252
8737,87.8,95.0,120.0,120.0
8738,27.121986,27.269504,27.161702,2.2695035
8739,113.825,120.0,115.4875,95.0
8740,87.2,95.0,89.3,120.0
8741,120.0,95.0,89.3,120.0
8742,113.825,120.0,115.4875,95.0
8743,109.1954,120.0,115.4875,95.0
8744,109.1954,120.0,115.4875,95.0
8745,109.1954,120.0,120.0,99.737533
8746,109.1954,120.0,115.4875,95.0
8747,113.825,120.0,115.4875,95.0
8748,118.25459,120.0,120.0,99.737533
8749,118.25459,120.0,120.0,99.737533
8750,120.0,120.0,102.98103,101.60428
8751,113.825,120.0,115.4875,95.0
8752,113.825,120.0,115.4875,95.0
8753,113.825,120.0,115.4875,95.0
8754,68.92738,75.457091,70.685379,100.45709
8755,119.08181,95.0,90.096242,120.0
8756,120.0,95.0,120.0,120.0
8757,120.0,95.0,89.3,120.0
8758,120.0,95.0,89.3,120.0
8759,87.2,95.0,119.3617,120.0
8760,87.2,120.0,119.3617,120.0
8761,87.8,120.0,120.0,120.0
8762,120.0,120.0,120.0,120.0
8763,87.2,120.0,119.3617,120.0
8764,87.2,120.0,119.3617,120.0
8765,87.2,95.0,89.3,120.0
8766,87.2,95.0,89.3,120.0
8767,19.645744,19.273523,19.545531,5.7264768
8768,87.2,95.0,89.3,120.0
8769,87.2,95.0,89.3,120.0
8770,120.0,120.0,102.98103,101.60428
8771,69.154256,72.223803,69.980672,47.223803
8772,87.2,95.0,119.3617,120.0
8773,10.625,13.101604,11.291778,38.101604
8774,87.2,95.0,119.3617,120.0
8775,87.2,120.0,119.3617,120.0
8776,87.2,95.0,119.3617,120.0
8777,87.2,95.0,119.3617,120.0
8778,99.8,105.0,101.2,80.0
8779,113.825,120.0,115.4875,95.0
8780,81.025,88.395722,83.009425,113.39572
8781,87.2,95.0,89.3,120.0
8782,120.0,120.0,120.0,120.0
8783,87.8,95.0,120.0,120.0
8784,120.0,95.0,89.3,120.0
8785,120.0,95.0,120.0,120.0
8786,19.276483,22.354527,20.105187,47.354527
8787,87.2,95.0,89.3,120.0
8788,113.825,120.0,115.4875,95.0
8789,120.0,95.0,120.0,120.0
8790,120.0,93.425197,87.8,118.4252
8791,109.1954,120.0,115.4875,95.0
8792,109.1954,120.0,115.4875,95.0
8793,113.825,120.0,115.4875,95.0
8794,109.1954,120.0,115.4875,95.0
8795,109.1954,120.0,104.4743,95.0
8796,113.825,120.0,115.4875,95.0
8797,118.25459,120.0,120.0,99.737533
8798,120.0,120.0,120.0,101.60428
8799,118.25459,120.0,120.0,99.737533
8800,118.25459,120.0,120.0,99.737533
8801,109.1954,120.0,115.4875,95.0
8802,113.825,120.0,115.4875,95.0
8803,120.0,95.0,89.3,120.0
8804,120.0,95.0,120.0,120.0
8805,97.964308,95.0,120.0,120.0
8806,87.8,120.0,120.0,120.0
8807,120.0,95.0,120.0,120.0
8808,87.2,120.0,119.3617,120.0
8809,87.8,120.0,120.0,120.0
8810,120.0,120.0,120.0,120.0
8811,120.0,114.22028,120.0,120.0
8812,87.2,95.0,89.3,120.0
8813,87.2,120.0,89.3,120.0
8814,87.2,95.0,119.3617,120.0
8815,87.2,95.0,89.3,120.0
8816,38.168338,39.083784,38.414805,14.083784
8817,3.6566616,2.1729001,3.2571873,22.8271
8818,87.2,95.0,89.3,120.0
8819,47.2,48.743316,47.615508,23.743316
8820,38.20972,39.128042,15.314951,14.128042
