timestep,Auvergne_Rhone_Alpes,Nouvelle_Aquitaine,Occitanie,Provence_Alpes_Cote_dAzur
4221,39.025,40.0,39.2875,15.0
4222,87.2,95.0,119.3617,120.0
4223,108.89922,95.0,89.3,120.0
4224,87.2,95.0,119.3617,120.0
4225,87.2,95.0,89.3,120.0
4226,113.825,120.0,115.4875,95.0
4227,11.599221,10.667616,11.348404,14.332384
4228,113.825,120.0,115.4875,95.0
4229,54.475,60.0,55.9625,85.0
4230,113.825,120.0,115.4875,95.0
4231,113.825,120.0,115.4875,95.0
4232,118.25459,120.0,120.0,99.737533
4233,118.25459,120.0,120.0,99.737533
4234,118.25459,120.0,120.0,99.737533
4235,118.25459,120.0,120.0,99.737533
4236,118.25459,120.0,120.0,99.737533
4237,113.825,120.0,115.4875,95.0
4238,87.2,95.0,89.3,120.0
4239,87.2,95.0,89.3,120.0
4240,94.172966,95.0,89.3,120.0
4241,120.0,120.0,120.0,120.0
4242,120.0,120.0,120.0,120.0
4243,120.0,120.0,120.0,120.0
4244,120.0,120.0,120.0,120.0
4245,87.2,120.0,119.3617,120.0
4246,87.2,120.0,119.3617,120.0
4247,87.2,120.0,119.3617,120.0
4248,87.2,120.0,119.3617,120.0
4249,87.2,120.0,119.3617,120.0
4250,87.2,120.0,119.3617,120.0
4251,87.2,120.0,89.3,120.0
4252,87.2,120.0,89.3,120.0
4253,87.2,95.0,89.3,120.0
4254,87.2,95.0,89.3,120.0
4255,87.2,95.0,89.3,120.0
4256,33.3,37.352941,34.391176,62.352941
4257,113.825,120.0,115.4875,95.0
4258,113.825,120.0,115.4875,95.0
4259,113.825,120.0,115.4875,95.0
4260,113.825,120.0,115.4875,95.0
4261,87.2,95.0,89.3,120.0
4262,87.2,95.0,89.3,120.0
4263,87.2,95.0,89.3,120.0
4264,87.2,95.0,89.3,120.0
4265,87.2,95.0,89.3,120.0
4266,87.2,95.0,89.3,120.0
4267,87.2,95.0,89.3,120.0
4268,113.825,120.0,115.4875,95.0
4269,84.075,88.181818,85.180682,63.181818
4270,87.2,95.0,119.3617,120.0
4271,87.2,95.0,89.3,120.0
4272,87.2,95.0,89.3,120.0
4273,87.2,95.0,89.3,120.0
4274,113.825,120.0,115.4875,95.0
4275,34.075,38.181818,35.180682,63.181818
4276,113.825,120.0,115.4875,95.0
4277,87.2,95.0,89.3,120.0
4278,113.825,120.0,115.4875,95.0
4279,113.825,120.0,115.4875,95.0
4280,118.25459,120.0,120.0,99.737533
4281,118.25459,120.0,120.0,99.737533
4282,118.25459,120.0,120.0,99.737533
4283,118.25459,120.0,120.0,99.737533
4284,118.25459,120.0,120.0,99.737533
4285,85.972966,93.687664,88.05,118.68766
4286,87.2,95.0,89.3,120.0
4287,87.2,120.0,119.3617,120.0
4288,87.8,120.0,120.0,120.0
4289,87.8,120.0,120.0,120.0
4290,87.8,120.0,120.0,120.0
4291,87.8,120.0,120.0,120.0
4292,87.2,120.0,119.3617,120.0
4293,87.2,120.0,89.3,120.0
4294,87.2,120.0,89.3,120.0
4295,87.2,120.0,89.3,120.0
4296,87.2,120.0,89.3,120.0
4297,87.2,120.0,89.3,120.0
4298,87.2,120.0,89.3,120.0
4299,87.2,95.0,89.3,120.0
4300,87.2,95.0,89.3,120.0
4301,87.2,95.0,89.3,120.0
4302,87.2,95.0,89.3,120.0
4303,87.2,95.0,89.3,120.0
4304,113.825,120.0,115.4875,95.0
4305,113.825,120.0,115.4875,95.0
4306,113.825,120.0,115.4875,95.0
4307,113.825,120.0,115.4875,95.0
4308,113.825,120.0,115.4875,95.0
4309,0.33317418,1.3816319,0.12850438,26.381632
4310,87.2,95.0,89.3,120.0
4311,87.2,120.0,89.3,120.0
4312,87.2,120.0,89.3,120.0
4313,87.2,120.0,89.3,120.0
4314,87.2,120.0,89.3,120.0
4315,87.2,95.0,89.3,120.0
4316,113.825,120.0,115.4875,95.0
4317,28.591826,28.841525,28.659053,3.8415249
4318,87.2,120.0,109.55725,120.0
4319,87.2,95.0,89.3,120.0
4320,87.2,95.0,89.3,120.0
4321,25.6,55.877571,26.547059,54.117647
4322,120.0,120.0,120.0,101.60428
4323,20.0,49.693492,20.842246,48.128342
4324,118.25459,120.0,120.0,99.737533
4325,65.988451,100.47853,67.691444,97.313852
4326,120.0,120.0,120.0,101.60428
4327,120.0,120.0,120.0,101.60428
4328,120.0,120.0,120.0,101.60428
4329,120.0,120.0,120.0,101.60428
4330,120.0,120.0,120.0,101.60428
4331,120.0,120.0,120.0,101.60428
4332,120.0,120.0,120.0,101.60428
4333,83.666142,120.0,85.7,116.22047
4334,87.2,120.0,103.11494,120.0
4335,87.2,120.0,119.3617,120.0
4336,87.2,120.0,119.3617,120.0
4337,87.2,120.0,119.3617,120.0
4338,87.8,120.0,120.0,120.0
4339,87.2,120.0,119.3617,120.0
4340,87.2,120.0,119.3617,120.0
4341,87.2,120.0,119.3617,120.0
4342,87.2,120.0,89.3,120.0
4343,87.2,120.0,89.3,120.0
4344,87.2,120.0,119.3617,120.0
4345,87.2,120.0,119.3617,120.0
4346,87.2,120.0,119.3617,120.0
4347,87.2,120.0,89.3,120.0
4348,87.2,120.0,89.3,120.0
4349,87.2,120.0,89.3,120.0
4350,83.666142,120.0,85.7,116.22047
4351,83.666142,120.0,85.7,116.22047
4352,63.346457,97.560976,65.0,94.488189
4353,118.25459,116.52773,120.0,99.737533
4354,118.25459,120.0,120.0,99.737533
4355,118.25459,120.0,120.0,99.737533
4356,118.25459,107.18919,120.0,99.737533
4357,66.339633,100.86634,68.049198,97.689447
4358,87.2,120.0,89.3,120.0
4359,87.2,120.0,89.3,120.0
4360,87.2,120.0,89.3,120.0
4361,87.2,120.0,89.3,120.0
4362,87.2,120.0,89.3,120.0
4363,79.4,120.0,85.7,111.65775
4364,98.622047,84.623043,100.0,78.740157
4365,83.666142,120.0,85.7,116.22047
4366,87.2,120.0,119.3617,120.0
4367,87.2,120.0,89.3,120.0
4368,87.2,120.0,119.3617,120.0
4369,87.2,120.0,89.3,120.0
4370,118.25459,107.18919,120.0,99.737533
4371,87.2,120.0,89.3,120.0
4372,87.2,120.0,89.3,120.0
4373,87.2,120.0,89.3,120.0
4374,17.685499,20.65294,18.484425,45.65294
4375,113.825,120.0,115.4875,95.0
4376,113.825,120.0,115.4875,95.0
4377,113.825,120.0,115.4875,95.0
4378,118.25459,120.0,120.0,99.737533
4379,113.825,120.0,115.4875,95.0
4380,118.25459,120.0,120.0,99.737533
4381,118.25459,107.18919,120.0,99.737533
4382,76.881775,112.50803,78.788653,108.96447
4383,118.25459,107.18919,120.0,99.737533
4384,79.4,120.0,85.7,111.65775
4385,87.2,120.0,89.3,120.0
4386,87.2,120.0,119.3617,120.0
4387,87.2,120.0,119.3617,120.0
4388,87.2,120.0,119.3617,120.0
4389,87.2,120.0,119.3617,120.0
4390,87.2,120.0,119.3617,120.0
4391,87.2,120.0,119.3617,120.0
4392,87.2,120.0,119.3617,120.0
4393,87.2,120.0,119.3617,120.0
4394,87.2,120.0,119.3617,120.0
4395,87.2,120.0,119.3617,120.0
4396,87.2,120.0,119.3617,120.0
4397,87.2,95.0,119.3617,120.0
4398,87.2,95.0,119.3617,120.0
4399,87.2,95.0,119.3617,120.0
4400,113.825,120.0,115.4875,95.0
4401,113.825,120.0,115.4875,95.0
4402,113.825,120.0,115.4875,95.0
4403,113.825,120.0,115.4875,95.0
4404,113.825,120.0,115.4875,95.0
4405,70.617996,73.7893,71.471809,48.7893
4406,87.2,95.0,119.3617,120.0
4407,87.2,95.0,119.3617,120.0
4408,87.2,95.0,119.3617,120.0
4409,87.2,120.0,119.3617,120.0
4410,87.2,120.0,119.3617,120.0
4411,87.2,95.0,89.3,120.0
4412,113.825,120.0,115.4875,95.0
4413,72.929593,79.737533,74.7625,104.73753
4414,87.2,120.0,119.3617,120.0
4415,87.2,120.0,89.3,120.0
4416,87.2,120.0,119.3617,120.0
4417,87.2,120.0,119.3617,120.0
4418,118.25459,120.0,120.0,99.737533
4419,87.2,120.0,89.3,120.0
4420,87.2,95.0,89.3,120.0
4421,87.2,120.0,89.3,120.0
4422,87.2,95.0,89.3,120.0
4423,22.129593,25.405982,23.011698,50.405982
4424,113.825,120.0,115.4875,95.0
4425,113.825,120.0,115.4875,95.0
4426,113.825,120.0,115.4875,95.0
4427,20.0,23.128342,20.842246,48.128342
4428,113.825,120.0,115.4875,95.0
4429,54.475,60.0,55.9625,85.0
4430,45.125,50.0,46.4375,75.0
4431,120.0,109.1954,120.0,101.60428
4432,118.25459,107.18919,120.0,99.737533
4433,87.2,120.0,89.3,120.0
4434,87.2,120.0,89.3,120.0
4435,87.2,120.0,119.3617,120.0
4436,87.2,120.0,89.3,120.0
4437,87.2,120.0,89.3,120.0
4438,83.666142,120.0,85.7,116.22047
4439,87.2,120.0,89.3,120.0
4440,87.2,120.0,89.3,120.0
4441,87.2,120.0,119.3617,120.0
4442,87.2,120.0,119.3617,120.0
4443,87.2,120.0,119.3617,120.0
4444,87.2,120.0,119.3617,120.0
4445,87.2,95.0,89.3,120.0
4446,96.111549,101.05513,97.442513,76.055132
4447,113.825,120.0,115.4875,95.0
4448,113.825,120.0,115.4875,95.0
4449,113.825,120.0,115.4875,95.0
4450,118.25459,120.0,120.0,99.737533
4451,118.25459,120.0,120.0,99.737533
4452,118.25459,120.0,120.0,99.737533
4453,31.56378,35.496021,32.62246,60.496021
4454,87.2,120.0,112.78894,120.0
4455,87.2,120.0,119.3617,120.0
4456,87.2,120.0,119.3617,120.0
4457,87.2,120.0,119.3617,120.0
4458,87.2,120.0,119.3617,120.0
4459,87.2,120.0,119.3617,120.0
4460,68.546658,50.05363,69.361702,46.573965
4461,6.8889764,20.0,6.55,19.370079
4462,87.2,120.0,119.3617,120.0
4463,87.2,120.0,89.3,120.0
4464,87.2,120.0,119.3617,120.0
4465,79.4,120.0,107.79872,111.65775
4466,120.0,120.0,120.0,101.60428
4467,14.435634,45.328315,16.815371,42.177149
4468,20.0,51.724138,22.715517,48.128342
4469,87.2,120.0,89.3,120.0
4470,47.2,48.743316,47.615508,23.743316
4471,113.825,120.0,115.4875,95.0
4472,120.0,120.0,120.0,101.60428
4473,120.0,120.0,120.0,101.60428
4474,120.0,120.0,120.0,101.60428
4475,7.2520341,19.599075,6.9198529,18.981782
4476,87.2,120.0,89.3,120.0
4477,87.2,120.0,119.3617,120.0
4478,87.2,120.0,119.3617,120.0
4479,87.2,120.0,119.3617,120.0
4480,87.2,120.0,119.3617,120.0
4481,87.2,120.0,119.3617,120.0
4482,87.2,120.0,119.3617,120.0
4483,87.2,120.0,119.3617,120.0
4484,87.2,120.0,119.3617,120.0
4485,87.2,120.0,119.3617,120.0
4486,87.2,120.0,119.3617,120.0
4487,87.2,120.0,119.3617,120.0
4488,87.2,120.0,119.3617,120.0
4489,87.2,120.0,119.3617,120.0
4490,87.2,120.0,119.3617,120.0
4491,87.2,120.0,119.3617,120.0
4492,87.2,120.0,119.3617,120.0
4493,87.2,120.0,89.3,120.0
4494,87.2,120.0,89.3,120.0
4495,113.825,120.0,115.4875,95.0
4496,118.25459,120.0,120.0,99.737533
4497,118.25459,120.0,120.0,99.737533
4498,118.25459,120.0,120.0,99.737533
4499,120.0,120.0,120.0,101.60428
4500,118.25459,120.0,120.0,99.737533
4501,118.25459,120.0,120.0,99.737533
4502,87.2,95.0,89.3,120.0
4503,87.2,95.0,89.3,120.0
4504,87.2,115.0,119.3617,120.0
4505,87.2,95.0,119.3617,120.0
4506,87.2,120.0,119.3617,120.0
4507,87.2,95.0,89.3,120.0
4508,113.825,120.0,115.4875,95.0
4509,47.2,48.743316,47.615508,23.743316
4510,87.2,120.0,119.3617,120.0
4511,87.2,95.0,89.3,120.0
4512,87.2,95.0,104.49699,120.0
4513,87.2,95.0,89.3,120.0
4514,118.25459,120.0,120.0,99.737533
4515,30.85,31.256684,30.959492,6.2566845
4516,17.075,20.0,17.8625,45.0
4517,87.2,95.0,89.3,120.0
4518,81.81378,89.239336,83.812968,114.23934
4519,113.825,120.0,115.4875,95.0
4520,113.825,120.0,115.4875,95.0
4521,118.25459,120.0,120.0,99.737533
4522,118.25459,120.0,120.0,99.737533
4523,113.825,120.0,115.4875,95.0
4524,87.2,95.0,89.3,120.0
4525,87.2,120.0,119.3617,120.0
4526,87.2,120.0,119.3617,120.0
4527,87.8,120.0,120.0,120.0
4528,87.8,120.0,120.0,120.0
4529,87.8,120.0,120.0,120.0
4530,87.2,120.0,119.3617,120.0
4531,87.2,120.0,119.3617,120.0
4532,87.2,120.0,119.3617,120.0
4533,87.2,120.0,119.3617,120.0
4534,87.2,120.0,89.3,120.0
4535,87.2,120.0,89.3,120.0
4536,87.2,120.0,89.3,120.0
4537,87.2,120.0,89.3,120.0
4538,87.2,120.0,119.3617,120.0
4539,87.2,120.0,89.3,120.0
4540,87.2,120.0,89.3,120.0
4541,87.2,120.0,89.3,120.0
4542,83.666142,120.0,85.7,116.22047
4543,118.25459,120.0,120.0,99.737533
4544,118.25459,120.0,120.0,99.737533
4545,118.25459,120.0,120.0,99.737533
4546,118.25459,120.0,120.0,99.737533
4547,118.25459,120.0,120.0,99.737533
4548,118.25459,120.0,120.0,99.737533
4549,118.25459,120.0,120.0,99.737533
4550,87.2,115.0,89.3,120.0
4551,87.2,120.0,89.3,120.0
4552,87.2,120.0,89.3,120.0
4553,87.2,95.0,89.3,120.0
4554,87.2,95.0,89.3,120.0
4555,87.2,95.0,89.3,120.0
4556,113.825,120.0,115.4875,95.0
4557,17.075,20.0,17.8625,45.0
4558,87.2,95.0,119.3617,120.0
4559,87.2,95.0,89.3,120.0
4560,87.2,95.0,89.3,120.0
4561,87.2,95.0,89.3,120.0
4562,113.825,120.0,115.4875,95.0
4563,12.625,11.764706,12.393382,13.235294
4564,42.05,43.235294,42.369118,18.235294
4565,87.2,95.0,89.3,120.0
4566,113.825,120.0,115.4875,95.0
4567,113.825,120.0,115.4875,95.0
4568,113.825,120.0,115.4875,95.0
4569,118.25459,120.0,120.0,99.737533
4570,118.25459,120.0,120.0,99.737533
4571,118.25459,120.0,120.0,99.737533
4572,113.825,120.0,115.4875,95.0
4573,87.2,95.0,89.3,120.0
4574,87.2,95.0,89.3,120.0
4575,87.2,120.0,119.3617,120.0
4576,87.2,120.0,119.3617,120.0
4577,87.2,120.0,119.3617,120.0
4578,87.2,120.0,119.3617,120.0
4579,87.2,120.0,119.3617,120.0
4580,87.2,120.0,119.3617,120.0
4581,87.2,120.0,89.3,120.0
4582,87.2,120.0,89.3,120.0
4583,87.2,120.0,89.3,120.0
4584,87.2,120.0,89.3,120.0
4585,87.2,120.0,89.3,120.0
4586,87.2,120.0,108.08059,120.0
4587,87.2,120.0,89.3,120.0
4588,87.2,120.0,89.3,120.0
4589,87.2,120.0,89.3,120.0
4590,87.2,120.0,89.3,120.0
4591,87.2,95.0,89.3,120.0
4592,118.25459,120.0,120.0,99.737533
4593,118.25459,120.0,120.0,99.737533
4594,118.25459,120.0,120.0,99.737533
4595,113.825,120.0,115.4875,95.0
4596,113.825,120.0,115.4875,95.0
4597,87.2,95.0,89.3,120.0
4598,87.2,95.0,89.3,120.0
4599,87.2,95.0,89.3,120.0
4600,87.2,95.0,89.3,120.0
4601,87.2,95.0,89.3,120.0
4602,87.2,95.0,89.3,120.0
4603,87.2,95.0,89.3,120.0
4604,113.825,120.0,115.4875,95.0
4605,35.775,40.0,36.9125,65.0
4606,87.2,95.0,119.3617,120.0
4607,87.2,95.0,89.3,120.0
4608,87.2,95.0,119.3617,120.0
4609,87.2,95.0,89.3,120.0
4610,113.825,120.0,115.4875,95.0
4611,60.75,63.235294,61.419118,38.235294
4612,113.825,120.0,115.4875,95.0
4613,87.2,95.0,89.3,120.0
4614,113.825,120.0,115.4875,95.0
4615,113.825,120.0,115.4875,95.0
4616,118.25459,120.0,120.0,99.737533
4617,118.25459,120.0,120.0,99.737533
4618,118.25459,120.0,120.0,99.737533
4619,118.25459,120.0,120.0,99.737533
4620,118.25459,120.0,120.0,99.737533
4621,87.2,95.0,89.3,120.0
4622,87.2,95.0,89.3,120.0
4623,87.2,113.23529,119.3617,120.0
4624,87.2,120.0,119.3617,120.0
4625,87.2,120.0,119.3617,120.0
4626,87.2,120.0,119.3617,120.0
4627,87.2,120.0,92.703317,120.0
4628,87.2,120.0,89.3,120.0
4629,87.2,120.0,89.3,120.0
4630,87.2,120.0,89.3,120.0
4631,87.2,120.0,89.3,120.0
4632,87.2,120.0,89.3,120.0
4633,87.2,120.0,89.3,120.0
4634,87.2,120.0,89.3,120.0
4635,87.2,120.0,89.3,120.0
4636,87.2,120.0,89.3,120.0
4637,87.2,120.0,89.3,120.0
4638,83.666142,120.0,85.7,116.22047
4639,87.2,120.0,89.3,120.0
4640,27.605643,27.786784,27.654412,2.786784
4641,118.25459,120.0,120.0,99.737533
4642,113.825,120.0,115.4875,95.0
4643,113.825,120.0,115.4875,95.0
4644,102.15591,107.51969,103.6,82.519685
4645,87.2,95.0,89.3,120.0
4646,87.2,120.0,89.3,120.0
4647,87.2,120.0,89.3,120.0
4648,87.2,95.0,89.3,120.0
4649,87.2,95.0,89.3,120.0
4650,87.2,95.0,89.3,120.0
4651,87.2,95.0,89.3,120.0
4652,113.825,120.0,115.4875,95.0
4653,15.578802,18.399788,16.338298,43.399788
4654,87.2,95.0,119.3617,120.0
4655,87.2,95.0,89.3,120.0
4656,87.2,95.0,119.3617,120.0
4657,87.2,95.0,89.3,120.0
4658,113.825,120.0,115.4875,95.0
4659,113.825,120.0,115.4875,95.0
4660,5.6334855,4.2871503,5.2710106,20.71285
4661,87.2,95.0,89.3,120.0
4662,113.825,120.0,115.4875,95.0
4663,113.825,120.0,115.4875,95.0
4664,118.25459,120.0,120.0,99.737533
4665,118.25459,120.0,120.0,99.737533
4666,118.25459,120.0,120.0,99.737533
4667,118.25459,120.0,120.0,99.737533
4668,118.25459,120.0,120.0,99.737533
4669,87.2,95.0,89.3,120.0
4670,87.2,95.0,89.3,120.0
4671,87.2,120.0,119.3617,120.0
4672,87.2,120.0,119.3617,120.0
4673,87.2,120.0,119.3617,120.0
4674,87.2,120.0,119.3617,120.0
4675,87.2,120.0,89.3,120.0
4676,87.2,120.0,89.3,120.0
4677,87.2,120.0,89.3,120.0
4678,87.2,120.0,89.3,120.0
4679,87.2,120.0,89.3,120.0
4680,87.2,120.0,89.3,120.0
4681,87.2,120.0,89.3,120.0
4682,87.2,120.0,89.3,120.0
4683,87.2,120.0,89.3,120.0
4684,87.2,120.0,89.3,120.0
4685,87.2,120.0,89.3,120.0
4686,87.2,95.0,89.3,120.0
4687,70.757743,77.414698,72.55,102.4147
4688,113.825,120.0,115.4875,95.0
4689,113.825,120.0,115.4875,95.0
4690,113.825,120.0,115.4875,95.0
4691,113.825,120.0,115.4875,95.0
4692,113.825,120.0,115.4875,95.0
4693,53.563558,55.549259,54.09817,30.549259
4694,87.2,95.0,89.3,120.0
4695,87.2,95.0,89.3,120.0
4696,87.2,95.0,89.3,120.0
4697,87.2,95.0,89.3,120.0
4698,87.2,95.0,89.3,120.0
4699,61.945841,67.990204,63.57317,92.990204
4700,113.825,120.0,115.4875,95.0
4701,84.679159,92.303913,86.731977,117.30391
4702,87.2,120.0,119.3617,120.0
4703,87.2,95.0,119.3617,120.0
4704,87.2,95.0,119.3617,120.0
4705,87.2,120.0,96.482381,120.0
4706,113.825,120.0,115.4875,95.0
4707,87.2,95.0,89.3,120.0
4708,87.2,95.0,89.3,120.0
4709,87.2,95.0,89.3,120.0
4710,22.3,22.112299,22.249465,2.8877005
4711,113.825,120.0,115.4875,95.0
4712,113.825,120.0,115.4875,95.0
4713,113.825,120.0,115.4875,95.0
4714,113.825,120.0,115.4875,95.0
4715,113.825,120.0,115.4875,95.0
4716,113.825,120.0,115.4875,95.0
4717,113.825,120.0,115.4875,95.0
4718,82.3,86.283422,83.37246,61.283422
4719,87.2,95.0,89.3,120.0
4720,87.2,120.0,89.3,120.0
4721,87.2,120.0,89.3,120.0
4722,87.2,120.0,89.3,120.0
4723,120.0,120.0,116.62246,120.0
4724,87.2,120.0,89.3,120.0
4725,87.2,120.0,89.3,120.0
4726,87.2,95.0,89.3,120.0
4727,87.2,95.0,89.3,120.0
4728,87.2,95.0,89.3,120.0
4729,87.2,120.0,119.3617,120.0
4730,87.8,120.0,120.0,120.0
4731,87.2,95.0,119.3617,120.0
4732,87.2,95.0,117.4766,120.0
4733,87.2,95.0,89.3,120.0
4734,87.2,95.0,89.3,120.0
4735,57.725,60.0,58.3375,35.0
4736,113.825,120.0,115.4875,95.0
4737,113.825,120.0,115.4875,95.0
4738,113.825,120.0,115.4875,95.0
4739,113.825,120.0,115.4875,95.0
4740,113.825,120.0,115.4875,95.0
4741,113.825,120.0,115.4875,95.0
4742,87.2,95.0,89.3,120.0
4743,87.2,95.0,89.3,120.0
4744,87.2,95.0,92.613494,120.0
4745,87.2,95.0,89.3,120.0
4746,87.2,95.0,89.3,120.0
4747,87.2,95.0,89.3,120.0
4748,113.825,120.0,115.4875,95.0
4749,37.995739,42.375122,39.174804,67.375122
4750,87.2,120.0,119.3617,120.0
4751,87.2,120.0,89.3,120.0
4752,87.2,120.0,119.3617,120.0
4753,87.2,120.0,89.3,120.0
4754,113.825,120.0,115.4875,95.0
4755,87.2,101.62646,89.3,120.0
4756,87.2,95.0,89.3,120.0
4757,87.2,95.0,89.3,120.0
4758,87.2,95.0,89.3,120.0
4759,29.579261,33.373541,30.600798,58.373541
4760,113.825,120.0,115.4875,95.0
4761,113.825,120.0,115.4875,95.0
4762,99.8,105.0,101.2,80.0
4763,87.2,95.0,89.3,120.0
4764,99.8,105.0,101.2,80.0
4765,87.2,95.0,89.3,120.0
4766,99.8,105.0,101.2,80.0
4767,87.2,95.0,89.3,120.0
4768,87.2,120.0,89.3,120.0
4769,87.2,120.0,89.3,120.0
4770,87.2,120.0,89.3,120.0
4771,87.2,120.0,89.3,120.0
4772,87.2,120.0,89.3,120.0
4773,87.2,120.0,89.3,120.0
4774,87.2,95.0,89.3,120.0
4775,87.2,95.0,89.3,120.0
4776,87.2,95.0,89.3,120.0
4777,87.2,95.0,119.3617,120.0
4778,97.924369,120.0,120.0,120.0
4779,87.2,95.0,119.3617,120.0
4780,87.2,95.0,89.3,120.0
4781,79.734076,83.539119,80.758511,58.539119
4782,113.825,120.0,115.4875,95.0
4783,113.825,120.0,115.4875,95.0
4784,113.825,120.0,115.4875,95.0
4785,118.25459,120.0,120.0,99.737533
4786,118.25459,120.0,120.0,99.737533
4787,118.25459,120.0,120.0,99.737533
4788,118.25459,120.0,120.0,99.737533
4789,113.825,120.0,115.4875,95.0
4790,87.2,95.0,89.3,120.0
4791,87.2,95.0,119.3617,120.0
4792,87.8,95.0,120.0,120.0
4793,87.2,95.0,119.3617,120.0
4794,87.2,95.0,119.3617,120.0
4795,87.2,95.0,89.3,120.0
4796,113.825,120.0,115.4875,95.0
4797,69.359707,75.919473,71.125798,100.91947
4798,87.2,95.0,119.3617,120.0
4799,87.2,95.0,89.3,120.0
4800,87.2,95.0,119.18501,120.0
4801,87.2,95.0,89.3,120.0
4802,113.825,120.0,115.4875,95.0
4803,3.8183727,5.821789,4.357754,30.821789
4804,20.0,23.128342,20.842246,48.128342
4805,87.2,95.0,89.3,120.0
4806,113.825,120.0,115.4875,95.0
4807,113.825,120.0,115.4875,95.0
4808,118.25459,120.0,120.0,99.737533
4809,118.25459,120.0,120.0,99.737533
4810,118.25459,120.0,120.0,99.737533
4811,118.25459,120.0,120.0,99.737533
4812,113.825,120.0,115.4875,95.0
4813,87.2,95.0,89.3,120.0
4814,120.0,120.0,89.3,120.0
4815,120.0,120.0,89.3,120.0
4816,120.0,120.0,120.0,120.0
4817,120.0,120.0,120.0,120.0
4818,103.49337,120.0,120.0,120.0
4819,87.8,120.0,120.0,120.0
4820,87.2,120.0,89.3,120.0
4821,87.2,120.0,89.3,120.0
4822,87.2,120.0,89.3,120.0
4823,87.2,120.0,89.3,120.0
4824,87.2,120.0,89.3,120.0
4825,87.2,120.0,89.3,120.0
4826,87.2,120.0,119.3617,120.0
4827,87.2,120.0,89.3,120.0
4828,87.2,120.0,89.3,120.0
4829,87.2,95.0,89.3,120.0
4830,87.2,95.0,89.3,120.0
4831,87.2,95.0,89.3,120.0
4832,113.825,120.0,115.4875,95.0
4833,113.825,120.0,115.4875,95.0
4834,113.825,120.0,115.4875,95.0
4835,113.825,120.0,115.4875,95.0
4836,113.825,120.0,115.4875,95.0
4837,50.075,51.818182,50.544318,26.818182
4838,87.2,95.0,119.3617,120.0
4839,87.2,95.0,119.3617,120.0
4840,87.2,95.0,119.3617,120.0
4841,87.2,95.0,89.332273,120.0
4842,87.2,95.0,89.3,120.0
4843,87.2,95.0,89.3,120.0
4844,113.825,120.0,115.4875,95.0
4845,47.775,49.358289,48.20127,24.358289
4846,87.2,95.0,119.3617,120.0
4847,87.2,95.0,89.3,120.0
4848,87.2,95.0,119.3617,120.0
4849,87.2,95.0,89.3,120.0
4850,113.825,120.0,115.4875,95.0
4851,113.825,120.0,115.4875,95.0
4852,64.925,71.176471,66.608088,96.176471
4853,87.2,95.0,89.3,120.0
4854,113.825,120.0,115.4875,95.0
4855,113.825,120.0,115.4875,95.0
4856,118.25459,120.0,120.0,99.737533
4857,118.25459,120.0,120.0,99.737533
4858,118.25459,120.0,120.0,99.737533
4859,118.25459,120.0,120.0,99.737533
4860,118.25459,120.0,120.0,99.737533
4861,47.947966,53.019215,49.313302,78.019215
4862,87.2,95.0,89.3,120.0
4863,120.0,95.0,120.0,120.0
4864,120.0,120.0,120.0,120.0
4865,120.0,120.0,120.0,120.0
4866,87.8,120.0,120.0,120.0
4867,87.2,120.0,119.3617,120.0
4868,87.2,120.0,89.3,120.0
4869,87.2,120.0,89.3,120.0
4870,87.2,120.0,89.3,120.0
4871,87.2,120.0,89.3,120.0
4872,87.2,120.0,89.3,120.0
4873,87.2,120.0,89.3,120.0
4874,87.2,120.0,89.3,120.0
4875,87.2,120.0,89.3,120.0
4876,87.2,120.0,89.3,120.0
4877,87.2,120.0,89.3,120.0
4878,87.2,95.0,89.3,120.0
4879,87.2,95.0,89.3,120.0
4880,113.825,120.0,115.4875,95.0
4881,118.25459,120.0,120.0,99.737533
4882,113.825,120.0,115.4875,95.0
4883,113.825,120.0,115.4875,95.0
4884,113.825,120.0,115.4875,95.0
4885,68.254593,74.737533,70.0,99.737533
4886,87.2,95.0,89.3,120.0
4887,87.2,95.0,119.3617,120.0
4888,87.2,95.0,119.3617,120.0
4889,87.2,95.0,89.3,120.0
4890,87.2,95.0,89.3,120.0
4891,87.2,95.0,89.3,120.0
4892,113.825,120.0,115.4875,95.0
4893,6.3,5.0,5.95,20.0
4894,87.2,120.0,119.3617,120.0
4895,87.2,95.0,89.3,120.0
4896,87.2,95.0,119.3617,120.0
4897,87.2,95.0,89.3,120.0
4898,116.7,120.0,118.41631,98.074866
4899,113.825,120.0,115.4875,95.0
4900,20.325,20.0,20.2375,5.0
4901,87.2,95.0,89.3,120.0
4902,113.825,120.0,115.4875,95.0
4903,118.25459,120.0,120.0,99.737533
4904,118.25459,120.0,120.0,99.737533
4905,120.0,120.0,120.0,101.60428
4906,120.0,120.0,120.0,101.60428
4907,118.25459,120.0,120.0,99.737533
4908,118.25459,120.0,120.0,99.737533
4909,14.818373,17.586495,15.563636,42.586495
4910,87.2,120.0,89.3,120.0
4911,87.2,120.0,89.3,120.0
4912,120.0,120.0,120.0,120.0
4913,120.0,120.0,120.0,120.0
4914,120.0,120.0,120.0,120.0
4915,87.8,120.0,120.0,120.0
4916,87.2,120.0,119.3617,120.0
4917,87.2,120.0,119.3617,120.0
4918,87.2,120.0,89.3,120.0
