,demand,residual_load,solar,wind,nuclear_capacity,hydro_capacity,gas_capacity,coal_capacity,oil_capacity,biomass_capacity,storage_capacity,demand_response_capacity,nuclear_cost,hydro_cost,gas_cost,coal_cost,oil_cost,biomass_cost,storage_charge_cost,storage_discharge_cost,demand_response_cost,slack_cost,storage_efficiency,storage_max_capacity,storage_initial,demand_response_recovery_time,exchange_capacity_Auvergne_Rhone_Alpes,exchange_capacity_Nouvelle_Aquitaine,exchange_capacity_Occitanie
2022-01-01 00:00:00,5342.0,5341.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 00:30:00,5171.0,5170.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 01:00:00,4992.0,4992.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 01:30:00,5037.0,5037.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 02:00:00,4986.0,4986.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 02:30:00,5062.0,5062.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 03:00:00,4790.0,4789.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 03:30:00,4652.0,4652.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 04:00:00,4551.0,4551.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 04:30:00,4451.0,4451.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 05:00:00,4402.0,4402.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 05:30:00,4399.0,4399.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 06:00:00,4359.0,4359.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 06:30:00,4359.0,4359.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 07:00:00,4360.0,4360.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 07:30:00,4370.0,4370.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 08:00:00,4385.0,4385.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 08:30:00,4399.0,4393.0,6.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 09:00:00,4524.0,4465.0,58.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 09:30:00,4651.0,4505.0,145.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 10:00:00,4811.0,4559.0,252.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 10:30:00,4872.0,4514.0,358.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 11:00:00,4953.0,4511.0,442.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 11:30:00,5074.0,4584.0,490.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 12:00:00,5207.0,4685.0,522.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 12:30:00,5377.0,4832.0,545.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 13:00:00,5364.0,4816.0,548.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 13:30:00,5376.0,4861.0,515.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 14:00:00,5271.0,4786.0,485.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 14:30:00,5252.0,4813.0,439.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 15:00:00,5148.0,4779.0,369.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 15:30:00,5063.0,4793.0,270.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 16:00:00,4995.0,4826.0,169.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 16:30:00,4942.0,4870.0,72.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 17:00:00,4957.0,4946.0,10.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 17:30:00,5160.0,5159.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 18:00:00,5309.0,5307.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 18:30:00,5411.0,5408.0,0.0,3.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 19:00:00,5528.0,5523.0,0.0,5.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 19:30:00,5558.0,5552.0,0.0,6.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 20:00:00,5530.0,5526.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 20:30:00,5430.0,5425.0,0.0,5.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 21:00:00,5259.0,5256.0,0.0,3.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 21:30:00,5099.0,5097.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 22:00:00,5005.0,5004.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 22:30:00,5035.0,5034.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 23:00:00,5206.0,5204.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 23:30:00,5540.0,5538.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 00:00:00,5284.0,5283.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 00:30:00,5039.0,5039.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 01:00:00,4842.0,4841.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 01:30:00,4868.0,4868.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 02:00:00,4818.0,4818.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 02:30:00,4900.0,4900.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 03:00:00,4654.0,4654.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 03:30:00,4566.0,4566.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 04:00:00,4462.0,4462.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 04:30:00,4421.0,4421.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 05:00:00,4377.0,4377.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 05:30:00,4432.0,4432.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 06:00:00,4382.0,4382.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 06:30:00,4425.0,4425.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 07:00:00,4458.0,4458.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 07:30:00,4489.0,4489.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 08:00:00,4540.0,4540.0,0.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 08:30:00,4600.0,4594.0,6.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 09:00:00,4794.0,4749.0,45.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 09:30:00,4937.0,4827.0,110.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 10:00:00,5096.0,4918.0,178.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 10:30:00,5167.0,4915.0,252.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 11:00:00,5235.0,4928.0,306.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 11:30:00,5312.0,4956.0,355.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 12:00:00,5483.0,5099.0,384.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 12:30:00,5622.0,5218.0,404.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 13:00:00,5611.0,5148.0,461.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 13:30:00,5604.0,5143.0,461.0,0.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 14:00:00,5409.0,4966.0,441.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 14:30:00,5385.0,4980.0,402.0,3.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 15:00:00,5243.0,4905.0,336.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 15:30:00,5176.0,4920.0,253.0,3.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 16:00:00,5085.0,4941.0,142.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 16:30:00,5032.0,4982.0,48.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 17:00:00,5098.0,5086.0,8.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 17:30:00,5296.0,5291.0,0.0,5.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 18:00:00,5566.0,5560.0,0.0,6.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 18:30:00,5726.0,5720.0,0.0,6.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 19:00:00,5889.0,5884.0,0.0,5.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 19:30:00,5919.0,5914.0,0.0,5.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 20:00:00,5840.0,5832.0,0.0,8.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 20:30:00,5694.0,5688.0,0.0,6.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 21:00:00,5566.0,5556.0,0.0,10.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 21:30:00,5414.0,5398.0,0.0,16.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 22:00:00,5266.0,5254.0,0.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 22:30:00,5278.0,5266.0,0.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 23:00:00,5370.0,5359.0,0.0,11.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 23:30:00,5734.0,5720.0,0.0,14.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 00:00:00,5454.0,5438.0,0.0,16.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 00:30:00,5256.0,5237.0,0.0,19.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 01:00:00,5073.0,5054.0,0.0,19.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 01:30:00,5103.0,5080.0,0.0,23.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 02:00:00,5049.0,5028.0,0.0,21.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 02:30:00,5187.0,5167.0,0.0,20.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 03:00:00,4947.0,4927.0,0.0,20.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 03:30:00,4832.0,4807.0,0.0,25.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 04:00:00,4762.0,4735.0,0.0,27.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 04:30:00,4697.0,4672.0,0.0,25.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 05:00:00,4696.0,4672.0,0.0,24.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 05:30:00,4811.0,4781.0,0.0,30.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 06:00:00,4892.0,4861.0,0.0,31.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 06:30:00,5152.0,5126.0,0.0,26.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 07:00:00,5436.0,5411.0,0.0,25.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 07:30:00,5562.0,5539.0,0.0,23.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 08:00:00,5685.0,5664.0,0.0,21.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 08:30:00,5697.0,5659.0,6.0,32.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 09:00:00,5841.0,5763.0,53.0,25.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 09:30:00,5936.0,5749.0,168.0,19.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 10:00:00,5913.0,5619.0,276.0,18.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 10:30:00,5845.0,5419.0,409.0,17.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 11:00:00,5768.0,5199.0,556.0,13.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 11:30:00,5716.0,5115.0,594.0,7.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 12:00:00,5800.0,5146.0,648.0,6.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 12:30:00,5900.0,5251.0,642.0,7.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 13:00:00,5833.0,5147.0,675.0,11.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 13:30:00,5840.0,5152.0,675.0,13.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 14:00:00,5623.0,4970.0,640.0,13.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 14:30:00,5600.0,5036.0,545.0,19.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 15:00:00,5494.0,5060.0,414.0,20.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 15:30:00,5427.0,5132.0,273.0,22.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 16:00:00,5343.0,5152.0,166.0,25.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 16:30:00,5326.0,5220.0,80.0,26.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 17:00:00,5427.0,5385.0,15.0,27.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 17:30:00,5683.0,5655.0,0.0,28.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 18:00:00,5943.0,5911.0,0.0,32.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 18:30:00,6099.0,6063.0,0.0,36.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 19:00:00,6260.0,6231.0,0.0,29.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 19:30:00,6273.0,6244.0,0.0,29.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 20:00:00,6201.0,6184.0,0.0,17.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 20:30:00,5987.0,5975.0,0.0,12.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 21:00:00,5800.0,5794.0,0.0,6.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 21:30:00,5652.0,5648.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 22:00:00,5494.0,5492.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 22:30:00,5483.0,5480.0,0.0,3.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 23:00:00,5541.0,5537.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 23:30:00,5932.0,5928.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 00:00:00,5661.0,5657.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 00:30:00,5420.0,5418.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 01:00:00,5220.0,5217.0,0.0,3.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 01:30:00,5233.0,5231.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 02:00:00,5183.0,5181.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 02:30:00,5278.0,5277.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 03:00:00,5039.0,5037.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 03:30:00,5004.0,5003.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 04:00:00,4853.0,4852.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 04:30:00,4817.0,4816.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 05:00:00,4818.0,4817.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 05:30:00,4923.0,4922.0,0.0,1.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 06:00:00,4971.0,4969.0,0.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 06:30:00,5234.0,5230.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 07:00:00,5478.0,5474.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 07:30:00,5623.0,5619.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 08:00:00,5760.0,5756.0,0.0,4.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 08:30:00,5801.0,5788.0,8.0,5.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 09:00:00,5875.0,5811.0,62.0,2.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
