,demand,residual_load,solar,wind,nuclear_capacity,hydro_capacity,gas_capacity,coal_capacity,oil_capacity,biomass_capacity,storage_capacity,demand_response_capacity,nuclear_cost,hydro_cost,gas_cost,coal_cost,oil_cost,biomass_cost,storage_charge_cost,storage_discharge_cost,demand_response_cost,slack_cost,storage_efficiency,storage_max_capacity,storage_initial,demand_response_recovery_time,exchange_capacity_Auvergne_Rhone_Alpes,exchange_capacity_Occitanie,exchange_capacity_Provence_Alpes_Cote_d_Azur
2022-01-01 00:00:00,5288.0,4958.0,0.0,330.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 00:30:00,5281.0,4945.0,0.0,336.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 01:00:00,5139.0,4779.0,0.0,360.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 01:30:00,5303.0,4927.0,0.0,376.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 02:00:00,5143.0,4779.0,0.0,364.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 02:30:00,5148.0,4738.0,0.0,410.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 03:00:00,4929.0,4499.0,0.0,430.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 03:30:00,4758.0,4315.0,0.0,443.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 04:00:00,4650.0,4205.0,0.0,445.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 04:30:00,4578.0,4087.0,0.0,491.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 05:00:00,4562.0,4053.0,0.0,509.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 05:30:00,4580.0,4061.0,0.0,519.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 06:00:00,4594.0,4051.0,0.0,543.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 06:30:00,4694.0,4120.0,0.0,574.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 07:00:00,4711.0,4144.0,0.0,567.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 07:30:00,4734.0,4174.0,0.0,560.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 08:00:00,4833.0,4267.0,0.0,566.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 08:30:00,4813.0,4238.0,1.0,574.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 09:00:00,4856.0,4195.0,58.0,603.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 09:30:00,4918.0,4061.0,259.0,598.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 10:00:00,4918.0,3788.0,527.0,603.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 10:30:00,4867.0,3558.0,783.0,526.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 11:00:00,4826.0,3258.0,1085.0,483.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 11:30:00,4867.0,3131.0,1329.0,407.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 12:00:00,4872.0,3125.0,1444.0,303.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 12:30:00,4922.0,3168.0,1537.0,217.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 13:00:00,4955.0,3224.0,1566.0,165.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 13:30:00,4759.0,3061.0,1557.0,141.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 14:00:00,4681.0,3086.0,1485.0,110.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 14:30:00,4521.0,3142.0,1295.0,84.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 15:00:00,4333.0,3173.0,1089.0,71.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 15:30:00,4256.0,3337.0,854.0,65.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 16:00:00,4110.0,3430.0,599.0,81.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 16:30:00,4103.0,3621.0,380.0,102.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 17:00:00,4109.0,3802.0,141.0,166.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 17:30:00,4264.0,3994.0,13.0,257.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 18:00:00,4637.0,4354.0,1.0,282.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 18:30:00,4928.0,4574.0,0.0,354.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 19:00:00,5055.0,4650.0,0.0,405.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 19:30:00,5118.0,4715.0,0.0,403.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 20:00:00,5024.0,4581.0,0.0,443.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 20:30:00,4952.0,4438.0,0.0,514.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 21:00:00,4895.0,4313.0,0.0,582.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 21:30:00,4785.0,4155.0,0.0,630.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 22:00:00,4714.0,4028.0,0.0,686.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 22:30:00,4807.0,4110.0,0.0,697.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 23:00:00,5051.0,4249.0,0.0,802.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-01 23:30:00,4917.0,4050.0,0.0,867.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 00:00:00,4895.0,4075.0,0.0,820.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 00:30:00,4861.0,4041.0,0.0,820.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 01:00:00,4717.0,3897.0,0.0,820.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 01:30:00,4812.0,3988.0,0.0,824.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 02:00:00,4688.0,3806.0,0.0,882.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 02:30:00,4683.0,3825.0,0.0,858.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 03:00:00,4381.0,3504.0,0.0,877.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 03:30:00,4226.0,3390.0,0.0,836.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 04:00:00,4125.0,3352.0,0.0,773.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 04:30:00,4146.0,3404.0,0.0,742.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 05:00:00,4123.0,3359.0,0.0,764.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 05:30:00,4149.0,3451.0,0.0,698.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 06:00:00,4146.0,3607.0,0.0,539.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 06:30:00,4306.0,3818.0,0.0,488.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 07:00:00,4398.0,3879.0,0.0,519.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 07:30:00,4406.0,3917.0,0.0,489.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 08:00:00,4494.0,3948.0,0.0,546.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 08:30:00,4535.0,4051.0,0.0,484.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 09:00:00,4609.0,4097.0,23.0,489.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 09:30:00,4771.0,4143.0,141.0,487.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 10:00:00,4866.0,4186.0,257.0,423.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 10:30:00,4969.0,4215.0,352.0,402.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 11:00:00,4996.0,4107.0,483.0,406.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 11:30:00,5045.0,4022.0,601.0,422.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 12:00:00,5095.0,3951.0,696.0,448.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 12:30:00,5208.0,3903.0,838.0,467.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 13:00:00,5286.0,3879.0,868.0,539.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 13:30:00,4992.0,3449.0,979.0,564.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 14:00:00,4899.0,3327.0,978.0,594.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 14:30:00,4765.0,3228.0,891.0,646.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 15:00:00,4556.0,3138.0,691.0,727.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 15:30:00,4543.0,3230.0,538.0,775.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 16:00:00,4376.0,3175.0,394.0,807.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 16:30:00,4430.0,3464.0,201.0,765.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 17:00:00,4450.0,3633.0,73.0,744.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 17:30:00,4568.0,3842.0,6.0,720.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 18:00:00,4972.0,4272.0,1.0,699.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 18:30:00,5209.0,4542.0,0.0,667.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 19:00:00,5305.0,4666.0,0.0,639.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 19:30:00,5364.0,4763.0,0.0,601.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 20:00:00,5255.0,4669.0,0.0,586.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 20:30:00,5170.0,4574.0,0.0,596.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 21:00:00,5026.0,4447.0,0.0,579.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 21:30:00,4871.0,4313.0,0.0,558.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 22:00:00,4779.0,4227.0,0.0,552.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 22:30:00,4796.0,4318.0,0.0,478.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 23:00:00,4940.0,4442.0,0.0,498.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-02 23:30:00,4824.0,4324.0,0.0,500.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 00:00:00,4849.0,4379.0,0.0,470.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 00:30:00,4848.0,4391.0,0.0,457.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 01:00:00,4695.0,4279.0,0.0,416.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 01:30:00,4843.0,4424.0,0.0,419.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 02:00:00,4705.0,4284.0,0.0,421.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 02:30:00,4673.0,4297.0,0.0,376.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 03:00:00,4503.0,4100.0,0.0,403.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 03:30:00,4359.0,4000.0,0.0,359.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 04:00:00,4257.0,3906.0,0.0,351.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 04:30:00,4267.0,3911.0,0.0,356.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 05:00:00,4265.0,3908.0,0.0,357.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 05:30:00,4442.0,4087.0,0.0,355.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 06:00:00,4594.0,4239.0,0.0,355.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 06:30:00,4964.0,4597.0,0.0,367.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 07:00:00,5262.0,4874.0,0.0,388.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 07:30:00,5557.0,5167.0,0.0,390.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 08:00:00,5710.0,5363.0,0.0,347.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 08:30:00,5787.0,5454.0,0.0,333.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 09:00:00,5877.0,5502.0,17.0,358.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 09:30:00,5920.0,5428.0,113.0,379.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 10:00:00,5910.0,5244.0,266.0,400.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 10:30:00,5924.0,5008.0,471.0,445.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 11:00:00,5854.0,4762.0,641.0,451.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 11:30:00,5865.0,4567.0,800.0,498.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 12:00:00,5844.0,4409.0,932.0,503.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 12:30:00,5811.0,4314.0,1023.0,474.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 13:00:00,5837.0,4224.0,1098.0,515.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 13:30:00,5726.0,3995.0,1124.0,607.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 14:00:00,5689.0,4040.0,1074.0,575.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 14:30:00,5586.0,3977.0,999.0,610.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 15:00:00,5389.0,3879.0,886.0,624.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 15:30:00,5368.0,3981.0,696.0,691.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 16:00:00,5218.0,4047.0,473.0,698.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 16:30:00,5133.0,4162.0,265.0,706.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 17:00:00,5109.0,4339.0,94.0,676.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 17:30:00,5211.0,4450.0,8.0,753.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 18:00:00,5503.0,4697.0,0.0,806.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 18:30:00,5696.0,4896.0,0.0,800.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 19:00:00,5837.0,5032.0,0.0,805.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 19:30:00,5832.0,5000.0,0.0,832.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 20:00:00,5688.0,4861.0,0.0,827.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 20:30:00,5498.0,4709.0,0.0,789.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 21:00:00,5327.0,4542.0,0.0,785.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 21:30:00,5183.0,4379.0,1.0,803.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 22:00:00,5055.0,4219.0,1.0,835.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 22:30:00,5055.0,4212.0,1.0,842.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 23:00:00,5201.0,4340.0,1.0,860.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-03 23:30:00,5057.0,4184.0,1.0,872.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 00:00:00,5047.0,4145.0,1.0,901.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 00:30:00,4946.0,4028.0,1.0,917.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 01:00:00,4736.0,3809.0,1.0,926.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 01:30:00,4909.0,3971.0,1.0,937.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 02:00:00,4714.0,3803.0,1.0,910.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 02:30:00,4725.0,3851.0,1.0,873.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 03:00:00,4537.0,3645.0,1.0,891.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 03:30:00,4353.0,3485.0,1.0,867.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 04:00:00,4283.0,3418.0,1.0,864.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 04:30:00,4260.0,3377.0,0.0,883.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 05:00:00,4296.0,3430.0,1.0,865.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 05:30:00,4426.0,3581.0,1.0,844.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 06:00:00,4524.0,3665.0,1.0,858.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 06:30:00,5002.0,4126.0,1.0,875.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 07:00:00,5317.0,4462.0,1.0,854.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 07:30:00,5664.0,4808.0,1.0,855.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 08:00:00,5896.0,5137.0,1.0,758.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 08:30:00,6002.0,5313.0,1.0,688.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
2022-01-04 09:00:00,5975.0,5388.0,20.0,567.0,0,500,300,100,50,50,200,100,10,5,50,70,100,40,5,10,80,1000,0.85,200,0,4,500,500,500
