timestamp;Occitanie_demand_MW;Occitanie_solar_MW;Occitanie_wind_MW;Auvergne Rhone Alpes_demand_MW;Auvergne Rhone Alpes_solar_MW;Auvergne Rhone Alpes_wind_MW;Nouvelle Aquitaine_demand_MW;Nouvelle Aquitaine_solar_MW;Nouvelle Aquitaine_wind_MW;Provence Alpes Cote d'Azur_demand_MW;Provence Alpes Cote d'Azur_solar_MW;Provence Alpes Cote d'Azur_wind_MW
01/01/2021 00:00;5860;0;126;8586;0;66;6522;0;25;6418;0;15
01/01/2021 00:30;5648;0;166;8373;0;64;6604;0;19;6320;0;14
01/01/2021 01:00;5433;0;189;8134;0;58;6422;0;19;6134;0;8
01/01/2021 01:30;5390;0;226;8130;0;54;6619;0;18;6129;0;12
01/01/2021 02:00;5332;0;209;8102;0;42;6508;0;18;5997;0;13
01/01/2021 02:30;5288;0;302;8122;0;30;6530;0;22;6118;0;15
01/01/2021 03:00;5164;0;313;7947;0;25;6316;0;21;5848;0;24
01/01/2021 03:30;5058;0;334;7886;0;23;6123;0;21;5684;0;14
01/01/2021 04:00;4960;0;376;7703;0;23;5988;0;22;5500;0;12
01/01/2021 04:30;4844;0;379;7667;0;25;5918;0;25;5411;0;8
01/01/2021 05:00;4757;0;344;7599;0;27;5883;0;29;5308;0;8
01/01/2021 05:30;4788;0;356;7695;0;39;5922;0;37;5316;0;10
01/01/2021 06:00;4805;0;402;7637;0;43;5932;0;48;5242;0;8
01/01/2021 06:30;4899;0;426;7575;0;58;6065;0;63;5227;0;6
01/01/2021 07:00;4921;0;394;7556;0;63;6111;0;72;5255;0;7
01/01/2021 07:30;4965;0;386;7526;0;86;6151;0;67;5245;0;8
01/01/2021 08:00;4989;0;379;7618;0;87;6184;0;75;5248;0;17
01/01/2021 08:30;4986;1;407;7456;0;86;6182;1;90;5276;1;17
01/01/2021 09:00;5081;25;396;7593;6;79;6199;14;90;5398;19;17
01/01/2021 09:30;5182;90;355;7723;25;81;6269;105;80;5512;34;20
01/01/2021 10:00;5276;180;359;7854;54;81;6363;245;80;5696;52;25
01/01/2021 10:30;5336;290;322;7978;87;79;6454;376;92;5768;76;24
01/01/2021 11:00;5364;398;334;8088;116;79;6493;513;103;5918;100;21
01/01/2021 11:30;5410;463;320;8256;145;79;6576;565;86;6038;132;32
01/01/2021 12:00;5479;543;286;8387;173;76;6667;615;83;6199;144;29
01/01/2021 12:30;5597;592;306;8475;183;84;6765;697;69;6373;153;27
01/01/2021 13:00;5661;588;288;8617;177;85;6867;711;69;6334;164;26
01/01/2021 13:30;5516;608;262;8449;165;89;6617;527;81;6365;155;26
01/01/2021 14:00;5377;572;265;8252;149;97;6564;458;105;6204;177;27
01/01/2021 14:30;5215;535;264;8088;137;96;6488;378;140;6166;179;28
01/01/2021 15:00;5109;448;265;7948;102;100;6296;323;166;6077;121;38
01/01/2021 15:30;5085;365;257;7934;77;108;6322;271;202;6041;89;34
01/01/2021 16:00;5000;256;260;7998;46;108;6216;196;233;5970;58;36
01/01/2021 16:30;5037;139;255;8047;24;108;6203;108;257;5884;25;31
01/01/2021 17:00;5129;40;252;8047;4;116;6270;35;320;5949;5;27
01/01/2021 17:30;5378;1;257;8324;0;124;6383;2;362;6123;0;27
01/01/2021 18:00;5748;0;265;8521;0;127;6703;0;442;6274;0;21
01/01/2021 18:30;5956;0;291;8652;0;124;6850;0;457;6379;0;25
01/01/2021 19:00;6115;0;292;8802;0;118;6972;0;475;6487;0;22
01/01/2021 19:30;6213;0;291;8863;0;119;7013;0;478;6521;0;23
01/01/2021 20:00;6209;0;263;8776;0;126;7000;0;474;6524;0;24
01/01/2021 20:30;6126;0;271;8696;0;122;6938;0;471;6389;0;25
01/01/2021 21:00;6012;0;289;8593;0;127;6797;0;449;6241;0;26
01/01/2021 21:30;5895;0;262;8406;0;140;6627;0;436;6044;0;25
01/01/2021 22:00;5730;0;247;8221;0;139;6556;0;422;5932;0;23
01/01/2021 22:30;5796;0;264;8445;0;135;6618;0;404;5982;0;23
01/01/2021 23:00;6126;0;264;8693;0;133;6868;0;395;6097;0;24
01/01/2021 23:30;5913;0;265;8776;0;138;6692;0;383;6469;0;24
02/01/2021 00:00;6037;0;296;8475;0;140;6727;0;345;6168;0;29
02/01/2021 00:30;5844;0;334;8336;0;139;6715;0;318;5961;0;29
02/01/2021 01:00;5632;0;358;8101;0;146;6553;0;297;5748;0;30
02/01/2021 01:30;5599;0;380;8117;0;139;6693;0;269;5766;0;29
02/01/2021 02:00;5585;0;381;8113;0;146;6567;0;275;5729;0;30
02/01/2021 02:30;5574;0;413;8177;0;150;6598;0;264;5848;0;32
02/01/2021 03:00;5511;0;423;8045;0;147;6412;0;281;5607;0;33
02/01/2021 03:30;5400;0;437;8025;0;146;6282;0;266;5509;0;32
02/01/2021 04:00;5331;0;453;7901;0;155;6177;0;269;5416;0;31
02/01/2021 04:30;5239;0;524;7912;0;163;6152;0;258;5363;0;29
02/01/2021 05:00;5213;0;596;7901;0;153;6124;0;251;5288;0;29
02/01/2021 05:30;5292;0;632;8034;0;155;6240;0;255;5359;0;38
02/01/2021 06:00;5362;0;660;8016;0;156;6325;0;256;5340;0;45
02/01/2021 06:30;5471;0;650;7969;0;153;6543;0;269;5394;0;50
02/01/2021 07:00;5541;0;674;7980;0;143;6644;0;292;5469;0;49
02/01/2021 07:30;5633;0;747;8029;0;151;6734;0;247;5473;0;43
02/01/2021 08:00;5717;0;743;8163;0;160;6863;0;280;5550;0;34
02/01/2021 08:30;5787;0;730;8167;0;163;6981;0;270;5650;0;39
02/01/2021 09:00;5943;14;706;8373;2;162;7094;4;224;5844;4;39
02/01/2021 09:30;6142;57;690;8560;9;161;7266;45;179;6019;18;43
02/01/2021 10:00;6271;123;695;8744;22;161;7384;124;152;6226;37;43
02/01/2021 10:30;6379;188;695;8872;36;164;7484;213;143;6298;56;46
02/01/2021 11:00;6404;258;714;8963;50;158;7514;306;152;6384;96;41
02/01/2021 11:30;6497;317;718;9124;58;153;7497;371;149;6467;127;41
02/01/2021 12:00;6643;340;789;9211;67;160;7556;459;129;6675;152;44
02/01/2021 12:30;6839;343;830;9370;69;153;7616;522;137;6817;154;47
02/01/2021 13:00;6974;340;817;9509;81;159;7720;605;124;6762;154;45
02/01/2021 13:30;6854;285;881;9393;75;153;7429;633;122;6848;146;46
02/01/2021 14:00;6770;238;950;9176;60;163;7325;663;118;6683;117;47
02/01/2021 14:30;6614;190;970;8986;56;170;7196;570;102;6655;107;47
02/01/2021 15:00;6517;145;979;8815;44;159;6986;526;93;6549;95;46
02/01/2021 15:30;6532;106;965;8839;30;157;6960;427;94;6522;77;46
02/01/2021 16:00;6427;68;962;8867;18;157;6822;311;97;6361;50;43
02/01/2021 16:30;6404;32;938;8836;8;158;6777;201;79;6334;20;45
02/01/2021 17:00;6440;7;958;8864;1;157;6815;78;66;6370;2;49
02/01/2021 17:30;6587;1;972;9063;0;151;6907;8;68;6503;0;47
02/01/2021 18:00;6833;0;985;9199;0;148;7283;1;77;6648;0;42
02/01/2021 18:30;6976;0;977;9298;0;137;7509;1;87;6765;0;43
02/01/2021 19:00;7104;0;966;9435;0;131;7650;0;93;6837;0;46
02/01/2021 19:30;7085;0;931;9442;0;136;7672;0;84;6858;0;45
02/01/2021 20:00;7010;0;928;9251;0;139;7617;0;70;6829;0;44
02/01/2021 20:30;6808;0;885;9087;0;134;7430;0;61;6669;0;48
02/01/2021 21:00;6622;0;896;8960;0;143;7244;0;60;6474;0;48
02/01/2021 21:30;6524;0;912;8744;0;133;7141;0;56;6286;0;51
02/01/2021 22:00;6333;0;932;8540;0;122;7023;0;44;6175;0;49
02/01/2021 22:30;6317;0;899;8795;0;113;7016;0;39;6200;0;48
02/01/2021 23:00;6678;0;891;9049;0;105;7274;0;40;6308;0;50
02/01/2021 23:30;6433;0;923;9152;0;99;7057;0;39;6704;0;50
03/01/2021 00:00;6525;0;908;8852;0;98;7080;0;45;6401;0;50
03/01/2021 00:30;6292;0;919;8705;0;92;7016;0;38;6161;0;52
03/01/2021 01:00;6068;0;943;8477;0;95;6832;0;39;5991;0;53
03/01/2021 01:30;6044;0;942;8483;0;97;6960;0;39;6050;0;51
03/01/2021 02:00;6005;0;936;8442;0;92;6787;0;43;5990;0;51
03/01/2021 02:30;5968;0;924;8507;0;87;6759;0;46;6095;0;55
03/01/2021 03:00;5875;0;928;8333;0;93;6548;0;50;5797;0;54
03/01/2021 03:30;5746;0;911;8285;0;95;6381;0;61;5725;0;52
03/01/2021 04:00;5649;0;897;8127;0;90;6249;1;80;5554;0;49
03/01/2021 04:30;5570;0;874;8095;0;92;6183;1;71;5501;0;50
03/01/2021 05:00;5477;0;854;8042;0;83;6160;1;63;5471;0;52
03/01/2021 05:30;5524;0;807;8154;0;85;6193;1;57;5504;0;54
03/01/2021 06:00;5549;0;818;8091;0;80;6208;1;71;5450;0;52
03/01/2021 06:30;5639;0;802;8002;0;76;6377;1;83;5496;0;51
03/01/2021 07:00;5666;0;785;8016;0;76;6435;1;83;5566;0;48
03/01/2021 07:30;5751;0;797;8048;0;75;6531;1;88;5575;0;47
03/01/2021 08:00;5835;0;778;8153;0;70;6607;1;86;5616;0;49
03/01/2021 08:30;5881;1;748;8149;0;73;6671;1;77;5685;2;50
03/01/2021 09:00;6029;25;742;8317;4;74;6748;20;71;5866;21;47
03/01/2021 09:30;6169;107;728;8524;17;75;6909;137;69;6054;52;44
03/01/2021 10:00;6277;219;708;8685;28;76;7003;279;65;6235;113;43
03/01/2021 10:30;6331;307;691;8867;43;78;7094;491;56;6298;150;42
03/01/2021 11:00;6351;395;653;8991;53;78;7157;715;51;6390;208;42
03/01/2021 11:30;6383;496;640;9195;65;73;7155;901;44;6483;269;41
03/01/2021 12:00;6461;571;627;9319;80;73;7210;973;35;6618;303;42
03/01/2021 12:30;6609;658;647;9439;92;70;7276;1061;37;6779;301;62
03/01/2021 13:00;6634;693;623;9498;97;66;7354;1087;39;6723;323;57
03/01/2021 13:30;6398;671;580;9312;101;67;6997;975;44;6681;302;50
03/01/2021 14:00;6236;660;566;9049;102;70;6915;799;46;6471;297;55
03/01/2021 14:30;5994;617;561;8813;99;66;6770;618;58;6457;249;61
03/01/2021 15:00;5866;531;518;8611;85;67;6593;513;75;6373;215;57
03/01/2021 15:30;5829;434;470;8603;67;70;6537;360;79;6296;142;53
03/01/2021 16:00;5726;312;451;8658;43;65;6421;218;90;6198;90;41
03/01/2021 16:30;5715;186;414;8659;21;62;6420;100;109;6145;38;34
03/01/2021 17:00;5759;71;382;8681;4;63;6488;29;138;6243;7;34
03/01/2021 17:30;6006;6;351;8961;0;63;6628;3;168;6397;0;33
03/01/2021 18:00;6450;3;321;9174;0;60;6996;1;172;6636;0;33
03/01/2021 18:30;6796;2;291;9370;0;59;7220;1;171;6792;0;24
03/01/2021 19:00;6965;2;238;9522;0;59;7379;1;198;6960;0;24
03/01/2021 19:30;7054;2;218;9587;0;57;7494;1;237;7002;0;17
03/01/2021 20:00;6997;1;189;9461;0;54;7429;1;243;6956;0;16
03/01/2021 20:30;6912;1;171;9325;0;52;7344;0;238;6793;0;20
03/01/2021 21:00;6717;1;140;9238;0;52;7203;0;258;6603;0;17
03/01/2021 21:30;6559;1;128;9024;0;49;7010;0;224;6408;0;16
03/01/2021 22:00;6344;1;129;8774;0;44;6867;0;232;6200;0;13
03/01/2021 22:30;6365;1;101;9015;0;46;6924;0;226;6236;0;8
03/01/2021 23:00;6732;0;98;9229;0;44;7152;0;223;6332;0;7
03/01/2021 23:30;6474;0;86;9295;0;45;6921;0;213;6703;0;9
04/01/2021 00:00;6585;0;74;9017;0;40;6923;0;226;6467;0;6
04/01/2021 00:30;6447;0;59;8869;0;40;6969;0;203;6234;0;6
04/01/2021 01:00;6221;0;53;8660;0;43;6839;0;191;6043;0;10
04/01/2021 01:30;6137;0;60;8622;0;42;6954;0;193;6060;0;8
04/01/2021 02:00;6128;0;71;8638;0;41;6825;0;201;6006;0;9
04/01/2021 02:30;6091;0;75;8741;0;39;6870;0;202;6090;0;10
04/01/2021 03:00;6013;0;93;8604;0;40;6676;0;194;5880;0;12
04/01/2021 03:30;5934;0;76;8592;0;41;6548;0;174;5754;0;9
04/01/2021 04:00;5862;0;88;8443;0;43;6447;0;160;5624;0;10
04/01/2021 04:30;5796;0;95;8487;0;39;6407;0;129;5586;0;7
04/01/2021 05:00;5791;0;100;8573;0;40;6421;0;108;5561;0;9
04/01/2021 05:30;5905;0;127;8866;0;42;6592;0;96;5656;0;10
04/01/2021 06:00;6043;0;129;9017;0;40;6753;0;101;5698;0;12
04/01/2021 06:30;6380;0;145;9323;0;41;7131;0;85;5929;0;11
04/01/2021 07:00;6681;0;139;9628;0;42;7442;0;91;6195;0;13
04/01/2021 07:30;6959;0;128;9892;0;39;7720;0;88;6323;0;9
04/01/2021 08:00;7136;0;126;10230;0;39;7997;0;93;6483;0;7
04/01/2021 08:30;7225;2;113;10272;0;40;8105;0;98;6572;1;6
04/01/2021 09:00;7342;40;112;10408;4;44;8158;9;108;6733;17;5
04/01/2021 09:30;7445;122;101;10524;18;47;8233;62;98;6837;46;8
04/01/2021 10:00;7418;216;82;10567;37;49;8299;151;101;6938;74;7
04/01/2021 10:30;7383;351;68;10617;57;53;8264;257;89;7005;88;7
04/01/2021 11:00;7285;472;56;10649;76;40;8255;357;88;7073;104;4
04/01/2021 11:30;7284;561;32;10784;97;34;8280;427;80;7186;119;4
04/01/2021 12:00;7308;667;21;10846;113;33;8367;488;82;7368;105;11
04/01/2021 12:30;7313;729;20;10775;113;36;8387;522;79;7518;87;8
04/01/2021 13:00;7333;737;22;10869;112;33;8478;521;79;7523;76;7
04/01/2021 13:30;7153;764;23;10855;101;31;8302;495;83;7568;72;7
04/01/2021 14:00;7020;674;19;10713;90;26;8299;511;86;7370;62;10
04/01/2021 14:30;6828;614;18;10547;71;26;8228;459;78;7416;59;5
04/01/2021 15:00;6690;517;20;10384;47;25;8016;390;79;7272;62;6
04/01/2021 15:30;6650;397;19;10410;34;27;7944;289;75;7179;63;10
04/01/2021 16:00;6565;279;21;10507;19;31;7816;228;72;7050;58;2
04/01/2021 16:30;6549;148;23;10495;7;35;7743;142;66;6952;33;0
04/01/2021 17:00;6619;48;35;10498;2;41;7739;54;66;6967;9;2
04/01/2021 17:30;6850;4;46;10688;0;40;7834;6;66;7115;0;1
04/01/2021 18:00;7276;1;51;10839;0;43;8127;1;75;7321;0;2
04/01/2021 18:30;7541;1;57;10960;0;41;8351;1;81;7470;0;0
04/01/2021 19:00;7702;0;55;11106;0;39;8510;1;85;7590;0;1
04/01/2021 19:30;7660;0;45;10876;0;30;8462;1;94;7581;0;1
04/01/2021 20:00;7457;0;39;10547;0;26;8213;0;102;7397;0;2
04/01/2021 20:30;7267;0;34;10310;0;26;8023;0;95;7177;0;1
04/01/2021 21:00;7070;0;28;10075;0;24;7840;0;91;6937;0;0
04/01/2021 21:30;6867;0;27;9789;0;22;7646;0;100;6713;0;0
04/01/2021 22:00;6654;0;28;9515;0;23;7478;1;95;6578;0;0
04/01/2021 22:30;6640;0;38;9702;0;23;7492;1;104;6576;0;0
04/01/2021 23:00;6999;0;46;9949;0;21;7685;1;118;6681;0;0
04/01/2021 23:30;6738;0;47;9987;0;18;7500;1;107;7020;0;1
05/01/2021 00:00;6857;0;43;9706;0;15;7489;1;104;6760;0;3
05/01/2021 00:30;6675;0;52;9491;0;17;7528;1;99;6535;0;3
05/01/2021 01:00;6380;0;55;9251;0;15;7307;1;88;6346;0;3
05/01/2021 01:30;6422;0;57;9407;0;15;7558;1;86;6429;0;3
05/01/2021 02:00;6396;0;55;9393;0;15;7395;1;90;6369;0;1
05/01/2021 02:30;6377;0;60;9463;0;16;7425;1;93;6523;0;2
05/01/2021 03:00;6287;0;52;9311;0;18;7219;1;105;6312;0;2
05/01/2021 03:30;6173;0;48;9253;0;19;7027;1;114;6186;0;3
05/01/2021 04:00;6079;0;61;9147;0;21;6921;1;127;6074;0;3
05/01/2021 04:30;6030;0;75;9217;0;21;6925;1;137;5997;0;2
05/01/2021 05:00;6022;0;79;9234;0;23;6924;1;137;6008;0;3
05/01/2021 05:30;6170;0;92;9519;0;26;7103;1;172;6110;0;3
05/01/2021 06:00;6314;0;102;9680;0;27;7262;1;168;6163;0;2
05/01/2021 06:30;6680;0;116;9931;0;30;7753;1;165;6442;0;2
05/01/2021 07:00;6956;0;116;10220;0;30;8027;1;149;6695;0;3
05/01/2021 07:30;7256;0;119;10471;0;30;8141;1;132;6828;0;3
05/01/2021 08:00;7408;0;124;10783;0;31;8432;1;110;6990;0;3
05/01/2021 08:30;7515;1;122;10793;0;34;8472;1;96;7063;2;2
05/01/2021 09:00;7606;31;102;10946;3;35;8541;4;93;7220;17;2
05/01/2021 09:30;7665;106;98;10974;11;32;8583;30;92;7274;49;2
05/01/2021 10:00;7631;177;98;10960;22;32;8642;80;97;7301;99;2
05/01/2021 10:30;7581;287;99;10988;37;30;8618;119;93;7271;162;2
05/01/2021 11:00;7538;368;86;11003;51;30;8622;172;81;7237;225;4
05/01/2021 11:30;7522;415;85;11083;63;35;8662;203;83;7228;270;5
05/01/2021 12:00;7604;452;79;11131;75;35;8793;239;79;7288;321;6
05/01/2021 12:30;7650;449;76;10998;86;37;8723;260;77;7281;370;7
05/01/2021 13:00;7742;454;85;11136;85;41;8940;265;83;7220;376;8
05/01/2021 13:30;7566;458;114;11020;82;45;8750;248;81;7215;368;8
05/01/2021 14:00;7455;412;156;10881;74;47;8709;223;68;6983;362;10
05/01/2021 14:30;7315;367;219;10726;55;51;8748;200;53;6968;318;10
05/01/2021 15:00;7150;294;266;10608;38;52;8480;176;46;6755;321;11
05/01/2021 15:30;7197;207;329;10612;27;56;8512;139;53;6731;252;9
05/01/2021 16:00;7105;131;376;10694;16;57;8314;107;52;6691;159;9
05/01/2021 16:30;7123;72;392;10652;7;58;8272;62;51;6663;86;10
05/01/2021 17:00;7144;22;401;10642;1;63;8219;23;51;6746;19;14
05/01/2021 17:30;7307;1;419;10833;0;63;8263;3;49;6980;0;16
05/01/2021 18:00;7699;0;402;11012;0;69;8471;1;53;7278;0;17
05/01/2021 18:30;7819;0;399;11039;0;69;8551;1;57;7538;0;21
05/01/2021 19:00;7982;0;362;11112;0;66;8693;1;54;7667;0;21
05/01/2021 19:30;7929;0;348;10980;0;67;8619;1;56;7692;0;21
05/01/2021 20:00;7690;0;337;10641;0;66;8422;1;58;7547;0;22
05/01/2021 20:30;7460;0;328;10349;0;73;8117;0;58;7334;0;20
05/01/2021 21:00;7202;0;343;10107;0;73;7903;0;65;7115;0;17
05/01/2021 21:30;7026;0;347;9857;0;68;7676;0;62;6902;0;21
05/01/2021 22:00;6791;0;332;9569;0;63;7491;0;62;6764;0;19
05/01/2021 22:30;6814;0;326;9822;0;63;7534;0;55;6729;0;21
05/01/2021 23:00;7129;0;311;10022;0;61;7719;0;57;6804;0;20
05/01/2021 23:30;6863;0;282;10069;0;59;7516;0;54;7187;0;22
06/01/2021 00:00;6977;0;303;9798;0;60;7500;0;48;6999;0;21
06/01/2021 00:30;6765;0;323;9592;0;63;7476;0;48;6776;0;19
06/01/2021 01:00;6520;0;318;9342;0;69;7319;0;49;6527;0;18
06/01/2021 01:30;6533;0;336;9458;0;64;7549;0;51;6669;0;18
06/01/2021 02:00;6508;0;349;9499;0;63;7349;0;54;6588;0;18
06/01/2021 02:30;6507;0;345;9571;0;67;7444;0;46;6759;0;15
06/01/2021 03:00;6414;0;354;9386;0;66;7171;0;48;6461;0;16
06/01/2021 03:30;6308;0;352;9369;0;63;7062;0;40;6368;0;14
06/01/2021 04:00;6245;0;351;9256;0;65;6864;0;35;6277;0;14
06/01/2021 04:30;6179;0;370;9275;0;63;6931;0;32;6232;0;14
06/01/2021 05:00;6171;0;356;9286;0;63;6910;0;36;6180;0;17
06/01/2021 05:30;6311;0;346;9620;0;60;7153;0;35;6306;0;14
06/01/2021 06:00;6455;0;339;9738;0;60;7294;0;30;6362;0;14
06/01/2021 06:30;6804;0;323;9978;0;61;7717;0;31;6613;0;14
06/01/2021 07:00;7055;0;293;10214;0;52;7963;0;41;6832;0;16
06/01/2021 07:30;7237;0;272;10402;0;52;8135;0;34;6877;0;20
06/01/2021 08:00;7407;0;278;10680;0;50;8364;0;38;7140;0;15
06/01/2021 08:30;7501;2;252;10732;0;50;8520;1;39;7239;4;13
06/01/2021 09:00;7596;34;250;10880;2;48;8532;12;37;7306;44;16
06/01/2021 09:30;7634;117;253;10995;10;47;8669;71;28;7339;121;17
06/01/2021 10:00;7604;218;245;10999;24;48;8666;154;24;7293;213;18
06/01/2021 10:30;7543;327;253;11079;44;52;8675;248;24;7244;311;20
06/01/2021 11:00;7474;426;271;11100;57;55;8620;361;23;7167;408;19
06/01/2021 11:30;7443;502;285;11273;66;53;8660;518;19;7145;490;22
06/01/2021 12:00;7465;590;297;11357;73;52;8707;650;18;7132;544;20
06/01/2021 12:30;7496;626;313;11256;76;48;8588;708;19;7222;582;21
06/01/2021 13:00;7503;638;349;11334;77;47;8682;665;19;7050;595;21
06/01/2021 13:30;7365;595;355;11199;75;51;8352;626;19;7091;596;23
06/01/2021 14:00;7336;563;351;11123;70;50;8387;531;19;6959;559;21
06/01/2021 14:30;7164;506;353;10965;61;55;8368;489;19;6944;513;25
06/01/2021 15:00;7030;437;376;10762;51;52;8099;346;20;6834;433;22
06/01/2021 15:30;6996;363;369;10726;37;49;8110;253;21;6753;325;24
06/01/2021 16:00;6892;267;371;10748;26;43;7960;174;24;6706;214;22
06/01/2021 16:30;6858;148;370;10691;11;42;7884;109;19;6765;102;22
06/01/2021 17:00;6900;52;376;10706;2;43;7880;48;18;6888;20;19
06/01/2021 17:30;7089;5;374;10845;0;43;7940;6;19;7151;0;16
06/01/2021 18:00;7497;1;364;11038;0;45;8226;1;20;7460;0;19
06/01/2021 18:30;7733;2;318;11148;0;45;8454;1;20;7635;0;21
06/01/2021 19:00;7941;1;297;11286;0;52;8541;1;20;7864;0;15
06/01/2021 19:30;7886;1;273;11028;0;53;8512;1;21;7876;0;12
06/01/2021 20:00;7713;1;270;10704;0;48;8290;1;26;7656;0;14
06/01/2021 20:30;7547;0;235;10452;0;45;8082;1;31;7512;0;12
06/01/2021 21:00;7344;0;213;10296;0;43;7751;1;29;7285;0;13
06/01/2021 21:30;7179;0;218;9992;0;38;7615;1;26;7116;0;16
06/01/2021 22:00;6965;0;217;9694;0;33;7476;1;22;6967;0;14
06/01/2021 22:30;6980;0;188;9976;0;35;7485;1;22;6936;0;13
06/01/2021 23:00;7325;0;193;10213;0;33;7763;1;20;7047;0;13
06/01/2021 23:30;7089;0;206;10271;0;32;7579;1;23;7408;0;13
07/01/2021 00:00;7231;0;182;10037;0;36;7618;1;29;7218;0;13
07/01/2021 00:30;7034;0;163;9807;0;39;7602;0;32;6941;0;13
07/01/2021 01:00;6837;0;168;9601;0;37;7415;1;43;6776;0;9
07/01/2021 01:30;6882;0;156;9811;0;40;7704;1;45;6870;0;10
07/01/2021 02:00;6859;0;148;9761;0;47;7483;1;39;6829;0;12
07/01/2021 02:30;6860;0;150;9827;0;49;7589;1;35;7024;0;11
07/01/2021 03:00;6773;0;134;9738;0;56;7323;1;32;6811;0;10
07/01/2021 03:30;6662;0;129;9643;0;60;7224;1;32;6598;0;15
07/01/2021 04:00;6623;0;137;9536;0;62;7023;1;31;6564;0;15
07/01/2021 04:30;6561;0;134;9544;0;57;7056;1;35;6481;0;15
07/01/2021 05:00;6531;0;112;9571;0;65;7109;1;36;6484;0;15
07/01/2021 05:30;6695;0;81;9895;0;73;7297;1;39;6536;0;7
07/01/2021 06:00;6861;0;60;10060;0;71;7499;1;44;6576;0;11
07/01/2021 06:30;7231;0;76;10360;0;64;7894;1;38;6836;0;11
07/01/2021 07:00;7524;0;90;10612;0;63;8176;1;38;7112;0;12
07/01/2021 07:30;7872;0;86;10865;0;66;8444;1;41;7257;0;12
07/01/2021 08:00;8026;0;95;11122;0;62;8665;1;45;7423;0;9
07/01/2021 08:30;8134;1;108;11154;0;60;8800;1;51;7518;5;8
07/01/2021 09:00;8179;39;111;11263;15;54;8821;13;54;7618;53;5
07/01/2021 09:30;8257;158;121;11293;45;59;8854;97;38;7656;140;6
07/01/2021 10:00;8129;292;126;11202;80;60;8835;245;27;7636;238;7
07/01/2021 10:30;8005;450;136;11124;125;63;8683;427;29;7587;375;12
07/01/2021 11:00;7843;589;121;11023;169;58;8639;662;29;7515;486;16
07/01/2021 11:30;7766;627;116;11025;198;62;8458;867;20;7476;573;16
07/01/2021 12:00;7750;636;109;11019;217;66;8413;1015;21;7465;618;20
07/01/2021 12:30;7843;689;116;10853;226;63;8316;1076;21;7456;623;23
07/01/2021 13:00;7897;663;114;10903;202;66;8333;1125;20;7340;583;20
07/01/2021 13:30;7736;657;107;10797;213;69;8062;1113;25;7365;499;20
07/01/2021 14:00;7588;627;123;10668;195;71;8151;1116;32;7226;380;20
07/01/2021 14:30;7403;577;132;10537;183;72;8097;1006;37;7305;274;18
07/01/2021 15:00;7239;464;144;10329;158;75;7869;854;41;7195;231;17
07/01/2021 15:30;7246;354;183;10334;115;73;7785;728;40;7175;187;15
07/01/2021 16:00;7181;236;192;10362;77;70;7711;527;37;7151;103;15
07/01/2021 16:30;7199;137;216;10415;34;70;7670;320;39;7133;50;18
07/01/2021 17:00;7293;49;236;10395;8;71;7678;140;51;7213;11;21
07/01/2021 17:30;7475;4;285;10712;0;73;7810;19;63;7402;0;19
07/01/2021 18:00;7923;0;308;11043;0;76;8214;1;72;7660;0;23
07/01/2021 18:30;8113;0;321;11156;0;84;8450;1;68;7778;0;17
07/01/2021 19:00;8352;0;288;11336;0;81;8664;1;69;8044;0;20
07/01/2021 19:30;8300;0;307;11175;0;79;8661;1;64;7957;0;20
07/01/2021 20:00;8090;0;324;10807;0;87;8411;1;74;7778;0;19
07/01/2021 20:30;7766;0;322;10470;0;87;8245;1;80;7579;0;19
07/01/2021 21:00;7569;0;337;10213;0;84;7982;1;73;7365;0;18
07/01/2021 21:30;7390;0;333;10005;0;74;7777;1;71;7097;0;15
07/01/2021 22:00;7190;0;322;9776;0;70;7711;1;76;6988;0;16
07/01/2021 22:30;7169;0;317;10050;0;67;7762;1;87;6934;0;17
07/01/2021 23:00;7529;0;315;10285;0;65;7998;1;101;7038;0;20
07/01/2021 23:30;7265;0;296;10374;0;60;7880;1;112;7365;0;23
08/01/2021 00:00;7433;0;296;10140;0;58;7856;1;101;7138;0;23
08/01/2021 00:30;7225;0;291;9936;0;62;7893;1;92;6925;0;24
08/01/2021 01:00;6942;0;299;9678;0;66;7721;1;109;6763;0;27
08/01/2021 01:30;6990;0;289;9879;0;65;8008;1;126;6870;0;21
08/01/2021 02:00;6983;0;280;9859;0;70;7896;1;138;6786;0;23
08/01/2021 02:30;6985;0;290;9963;0;75;7921;1;147;6972;0;23
08/01/2021 03:00;6918;0;319;9796;0;79;7763;1;131;6705;0;22
08/01/2021 03:30;6821;0;330;9752;0;78;7525;1;111;6592;0;20
08/01/2021 04:00;6753;0;327;9620;0;85;7423;1;84;6424;0;20
08/01/2021 04:30;6684;0;367;9647;0;80;7423;1;70;6427;0;20
08/01/2021 05:00;6664;0;390;9655;0;86;7457;1;65;6376;0;21
08/01/2021 05:30;6818;0;390;9960;0;81;7664;1;56;6515;0;23
08/01/2021 06:00;6981;0;366;10106;0;80;7833;1;60;6576;0;28
08/01/2021 06:30;7353;0;371;10307;0;96;8272;1;57;6820;0;27
08/01/2021 07:00;7638;0;401;10474;0;92;8550;1;51;7037;0;25
08/01/2021 07:30;7939;0;397;10682;0;97;8812;1;57;7223;0;23
08/01/2021 08:00;8109;0;400;11024;0;99;9025;1;51;7362;0;19
