timestamp;Occitanie_demand_MW;Occitanie_solar_MW;Occitanie_wind_MW;Auvergne Rhone Alpes_demand_MW;Auvergne Rhone Alpes_solar_MW;Auvergne Rhone Alpes_wind_MW;Nouvelle Aquitaine_demand_MW;Nouvelle Aquitaine_solar_MW;Nouvelle Aquitaine_wind_MW;Provence Alpes Cote d'Azur_demand_MW;Provence Alpes Cote d'Azur_solar_MW;Provence Alpes Cote d'Azur_wind_MW
20/08/2021 21:00;4020;5;34;5887;0;49;4284;3;34;4663;0;6
20/08/2021 21:30;4111;3;36;5915;0;49;4480;0;43;4527;0;2
20/08/2021 22:00;3933;3;34;5663;0;42;4418;0;59;4416;0;2
20/08/2021 22:30;3982;2;32;5757;0;37;4483;0;76;4385;0;1
20/08/2021 23:00;4243;2;33;5931;0;35;4602;0;84;4490;0;0
20/08/2021 23:30;3947;2;36;5847;0;30;4451;0;101;4776;0;0
21/08/2021 00:00;3952;1;37;5479;0;27;4328;0;91;4422;0;0
21/08/2021 00:30;3644;0;33;5240;0;29;4255;0;91;4131;0;0
21/08/2021 01:00;3377;0;34;5042;0;33;3982;0;82;3929;0;0
21/08/2021 01:30;3325;0;30;4985;0;39;4071;0;62;3912;0;0
21/08/2021 02:00;3275;0;32;4938;0;44;3882;0;53;3864;0;0
21/08/2021 02:30;3199;0;35;4916;0;51;3839;0;49;3885;0;0
21/08/2021 03:00;3117;0;34;4785;0;61;3657;0;47;3658;0;0
21/08/2021 03:30;3025;0;42;4693;0;86;3514;0;51;3566;0;0
21/08/2021 04:00;2948;0;48;4609;0;97;3407;0;64;3490;0;0
21/08/2021 04:30;2862;0;53;4578;0;100;3310;0;68;3438;0;0
21/08/2021 05:00;2828;0;57;4589;0;107;3326;0;77;3407;0;0
21/08/2021 05:30;2853;0;66;4615;0;109;3261;0;77;3437;0;0
21/08/2021 06:00;2891;0;73;4654;0;103;3343;0;68;3462;0;0
21/08/2021 06:30;2935;0;63;4730;0;104;3357;0;83;3495;0;0
21/08/2021 07:00;2930;1;60;4637;2;104;3409;1;103;3461;3;0
21/08/2021 07:30;2961;24;74;4764;26;102;3456;17;150;3522;30;0
21/08/2021 08:00;3033;92;75;4911;80;90;3575;99;167;3620;105;0
21/08/2021 08:30;3245;213;71;5020;170;77;3747;246;185;3787;231;0
21/08/2021 09:00;3395;364;64;5228;284;67;3887;473;147;3967;374;1
21/08/2021 09:30;3547;539;61;5428;403;51;4042;711;102;4150;531;0
21/08/2021 10:00;3631;722;59;5514;516;45;4197;924;74;4307;653;0
21/08/2021 10:30;3713;888;53;5608;609;35;4235;1126;56;4400;774;0
21/08/2021 11:00;3764;1058;51;5721;686;35;4283;1288;59;4476;873;0
21/08/2021 11:30;3820;1221;56;5846;752;35;4302;1404;70;4561;952;0
21/08/2021 12:00;3927;1355;58;5906;810;34;4437;1515;110;4678;1005;2
21/08/2021 12:30;4109;1477;52;5966;843;26;4523;1656;121;4818;1039;3
21/08/2021 13:00;4179;1558;55;6065;865;31;4651;1802;138;4865;1053;3
21/08/2021 13:30;4052;1629;64;5902;876;32;4440;1786;155;4869;1086;2
21/08/2021 14:00;4007;1671;80;5808;854;35;4388;1898;133;4775;1077;3
21/08/2021 14:30;3929;1667;87;5689;845;41;4385;1874;112;4812;1039;3
21/08/2021 15:00;3893;1617;92;5681;823;44;4218;1785;121;4727;1040;6
21/08/2021 15:30;3906;1526;92;5663;774;49;4225;1747;115;4672;1000;11
21/08/2021 16:00;3814;1373;94;5674;734;55;4039;1669;88;4598;946;11
21/08/2021 16:30;3825;1236;80;5603;656;55;4049;1568;100;4536;848;15
21/08/2021 17:00;3807;1154;73;5580;579;61;3966;1390;127;4552;731;20
21/08/2021 17:30;3812;984;64;5592;476;64;3964;1214;139;4538;607;20
21/08/2021 18:00;3866;805;58;5580;371;64;4022;1039;165;4570;479;18
21/08/2021 18:30;3942;589;58;5645;269;64;4121;818;190;4603;338;18
21/08/2021 19:00;4030;380;64;5715;156;70;4176;575;186;4670;202;12
21/08/2021 19:30;4060;220;65;5713;85;70;4223;363;190;4684;102;8
21/08/2021 20:00;4027;97;63;5606;39;73;4173;177;171;4662;32;3
21/08/2021 20:30;3903;26;69;5579;6;107;4081;59;168;4557;2;1
21/08/2021 21:00;3937;5;80;5681;0;120;4041;2;165;4608;0;3
21/08/2021 21:30;3986;3;92;5667;0;126;4161;0;140;4515;0;2
21/08/2021 22:00;3788;2;93;5490;0;132;4103;0;142;4423;0;4
21/08/2021 22:30;3845;2;97;5565;0;145;4159;0;158;4383;0;1
21/08/2021 23:00;4097;2;124;5772;0;140;4380;0;141;4489;0;0
21/08/2021 23:30;3841;2;131;5665;0;133;4145;0;126;4776;0;0
22/08/2021 00:00;3857;1;146;5352;0;129;4152;0;117;4413;0;0
22/08/2021 00:30;3560;0;168;5129;0;116;4071;0;124;4124;0;0
22/08/2021 01:00;3328;0;187;4908;0;96;3911;0;132;3945;0;0
22/08/2021 01:30;3254;0;217;4862;0;78;3938;0;129;3922;0;0
22/08/2021 02:00;3215;0;247;4829;0;61;3794;0;146;3880;0;0
22/08/2021 02:30;3145;0;254;4805;0;41;3655;0;133;3918;0;0
22/08/2021 03:00;3069;0;226;4657;0;25;3533;0;124;3672;0;0
22/08/2021 03:30;2978;0;209;4589;0;24;3374;0;113;3557;0;0
22/08/2021 04:00;2906;0;209;4488;0;27;3243;0;103;3475;0;0
22/08/2021 04:30;2785;0;229;4463;0;31;3133;0;97;3441;0;0
22/08/2021 05:00;2745;0;224;4400;0;31;3164;0;103;3408;0;0
22/08/2021 05:30;2731;0;239;4450;0;40;3125;0;90;3389;0;0
22/08/2021 06:00;2729;0;247;4482;0;59;3179;0;74;3415;0;1
22/08/2021 06:30;2776;0;270;4526;0;60;3214;0;65;3461;0;2
22/08/2021 07:00;2726;1;291;4357;1;61;3219;1;59;3407;2;0
22/08/2021 07:30;2745;22;289;4483;16;71;3175;10;66;3452;27;0
22/08/2021 08:00;2831;89;305;4626;51;56;3204;73;61;3537;84;7
22/08/2021 08:30;2978;196;301;4773;104;51;3434;183;61;3690;169;6
22/08/2021 09:00;3132;338;276;4925;178;52;3510;329;50;3834;282;3
22/08/2021 09:30;3277;487;274;5103;264;47;3715;507;49;3967;406;3
22/08/2021 10:00;3413;660;275;5237;368;43;3840;705;35;4120;541;4
22/08/2021 10:30;3616;833;264;5356;433;40;3935;871;37;4234;663;3
22/08/2021 11:00;3665;954;267;5449;511;40;3971;1048;33;4285;799;2
22/08/2021 11:30;3753;1037;264;5599;587;41;4040;1247;51;4364;886;3
22/08/2021 12:00;3841;1106;266;5710;638;44;4117;1378;68;4506;946;2
22/08/2021 12:30;4031;1145;280;5765;671;42;4203;1418;68;4676;973;3
22/08/2021 13:00;4103;1157;295;5794;678;46;4298;1409;93;4695;1019;7
22/08/2021 13:30;3894;1178;321;5673;682;43;4066;1457;103;4676;1024;8
22/08/2021 14:00;3797;1188;346;5492;631;45;4118;1509;113;4585;991;8
22/08/2021 14:30;3688;1181;415;5428;626;52;4014;1475;123;4622;981;10
22/08/2021 15:00;3638;1183;465;5349;597;66;3923;1439;128;4557;955;15
22/08/2021 15:30;3612;1158;500;5375;614;78;3835;1343;134;4491;908;16
22/08/2021 16:00;3531;1086;513;5392;589;80;3710;1458;136;4444;815;20
22/08/2021 16:30;3496;983;532;5314;571;82;3673;1280;152;4372;765;25
22/08/2021 17:00;3489;871;548;5244;503;78;3623;1202;139;4370;697;31
22/08/2021 17:30;3507;734;565;5201;444;90;3644;1069;135;4374;591;36
22/08/2021 18:00;3553;602;582;5248;351;102;3615;994;132;4460;471;38
22/08/2021 18:30;3645;472;609;5302;269;113;3767;797;130;4496;335;37
22/08/2021 19:00;3744;330;570;5458;171;122;3798;572;127;4563;206;39
22/08/2021 19:30;3822;190;544;5522;87;125;4024;347;111;4610;102;36
22/08/2021 20:00;3848;83;526;5482;35;128;4062;169;110;4604;36;31
22/08/2021 20:30;3761;20;515;5518;6;141;4016;55;103;4575;3;22
22/08/2021 21:00;3818;3;496;5601;0;147;3931;2;108;4644;0;15
22/08/2021 21:30;3829;0;526;5553;0;151;4067;0;92;4512;0;16
22/08/2021 22:00;3648;0;495;5364;0;156;3962;0;104;4404;0;20
22/08/2021 22:30;3710;0;473;5410;0;159;4072;0;113;4356;0;28
22/08/2021 23:00;3973;0;466;5579;0;159;4241;0;135;4449;0;33
22/08/2021 23:30;3711;0;464;5523;0;159;4115;0;156;4756;0;32
23/08/2021 00:00;3681;0;423;5091;0;171;4015;0;204;4378;0;39
23/08/2021 00:30;3384;0;417;4891;0;180;3921;0;259;4077;0;42
23/08/2021 01:00;3159;0;405;4730;0;188;3744;0;251;3891;0;42
23/08/2021 01:30;3146;0;400;4757;0;182;3770;0;238;3871;0;42
23/08/2021 02:00;3096;0;413;4752;0;183;3620;0;251;3810;0;44
23/08/2021 02:30;3052;0;398;4698;0;187;3637;0;265;3888;0;55
23/08/2021 03:00;2964;0;402;4593;0;171;3436;0;254;3650;0;56
23/08/2021 03:30;2861;0;396;4569;0;177;3272;0;242;3541;0;47
23/08/2021 04:00;2794;0;349;4496;0;186;3174;0;245;3485;0;37
23/08/2021 04:30;2762;0;331;4513;0;194;3214;0;231;3443;0;37
23/08/2021 05:00;2734;0;324;4578;0;205;3225;0;217;3440;0;45
23/08/2021 05:30;2827;0;292;4748;0;213;3328;0;209;3473;0;43
23/08/2021 06:00;2913;0;297;4915;0;230;3435;0;217;3533;0;44
23/08/2021 06:30;3042;0;311;5164;0;242;3540;0;193;3648;0;46
23/08/2021 07:00;3096;1;298;5202;1;245;3713;1;192;3677;2;38
23/08/2021 07:30;3190;26;306;5448;24;253;3720;17;193;3764;32;40
23/08/2021 08:00;3312;108;309;5696;76;242;3928;104;196;3917;102;39
23/08/2021 08:30;3545;246;323;5950;164;250;4157;265;193;4115;223;47
23/08/2021 09:00;3698;427;320;6175;274;244;4359;512;121;4270;377;53
23/08/2021 09:30;3828;623;349;6345;395;246;4483;818;76;4415;534;51
23/08/2021 10:00;3880;838;369;6433;508;270;4574;1111;59;4537;675;54
23/08/2021 10:30;3907;1036;435;6487;604;298;4646;1376;57;4605;797;55
23/08/2021 11:00;3980;1235;502;6568;671;312;4604;1603;49;4655;894;55
23/08/2021 11:30;4017;1381;536;6713;725;322;4668;1791;57;4690;980;56
23/08/2021 12:00;4137;1505;555;6819;764;309;4694;1922;76;4842;1039;55
23/08/2021 12:30;4274;1585;563;6772;794;314;4761;1962;99;4939;1082;55
23/08/2021 13:00;4314;1649;602;6787;784;314;4845;1943;106;4943;1108;57
23/08/2021 13:30;4266;1680;606;6711;779;303;4757;1988;121;4985;1120;53
23/08/2021 14:00;4244;1693;618;6685;762;289;4784;1936;129;4915;1112;49
23/08/2021 14:30;4178;1687;636;6567;745;288;4824;1921;148;4978;1097;46
23/08/2021 15:00;4119;1642;590;6471;711;287;4659;1799;168;4921;1066;42
23/08/2021 15:30;4081;1576;594;6486;693;295;4646;1862;202;4842;1014;41
23/08/2021 16:00;4014;1477;594;6528;644;307;4510;1727;226;4761;952;41
23/08/2021 16:30;3983;1377;606;6412;588;320;4450;1688;279;4703;871;39
23/08/2021 17:00;3950;1215;602;6303;516;323;4379;1529;298;4709;773;42
23/08/2021 17:30;3925;1010;584;6234;448;314;4250;1342;271;4627;656;46
23/08/2021 18:00;3939;836;618;6231;354;313;4336;1091;295;4670;521;43
23/08/2021 18:30;3992;633;597;6287;262;302;4319;915;286;4687;376;43
23/08/2021 19:00;4121;438;576;6397;171;292;4436;657;293;4772;234;40
23/08/2021 19:30;4123;232;516;6406;94;296;4471;403;258;4806;114;36
23/08/2021 20:00;4085;93;506;6312;35;287;4429;188;275;4767;38;34
23/08/2021 20:30;3997;21;511;6194;5;289;4349;57;311;4662;3;33
23/08/2021 21:00;4031;2;466;6248;0;298;4269;2;314;4677;0;32
23/08/2021 21:30;4016;0;424;6180;0;320;4405;0;340;4500;0;33
23/08/2021 22:00;3833;0;392;5912;0;335;4292;0;342;4394;0;31
23/08/2021 22:30;3840;0;351;5935;0;315;4329;0;333;4330;0;30
23/08/2021 23:00;4110;0;323;6124;0;296;4475;0;353;4411;0;28
23/08/2021 23:30;3832;0;267;6044;0;288;4303;0;386;4727;0;26
24/08/2021 00:00;3860;0;239;5666;0;275;4269;0;425;4346;0;26
24/08/2021 00:30;3535;0;221;5458;0;276;4130;0;442;4053;0;23
24/08/2021 01:00;3299;0;201;5217;0;248;3940;0;414;3867;0;20
24/08/2021 01:30;3252;0;204;5193;0;215;3998;0;404;3869;0;16
24/08/2021 02:00;3218;0;202;5178;0;201;3846;0;402;3815;0;14
24/08/2021 02:30;3187;0;194;5171;0;181;3824;0;352;3847;0;12
24/08/2021 03:00;3109;0;180;5038;0;186;3613;0;318;3625;0;11
24/08/2021 03:30;3011;0;145;5033;0;183;3478;0;318;3534;0;9
24/08/2021 04:00;2915;0;138;4939;0;186;3409;0;313;3453;0;10
24/08/2021 04:30;2886;0;144;4926;0;188;3379;0;292;3399;0;10
24/08/2021 05:00;2882;0;160;5007;0;179;3398;0;290;3395;0;10
24/08/2021 05:30;2930;0;199;5172;0;172;3483;0;297;3440;0;11
24/08/2021 06:00;2996;0;217;5292;0;176;3588;0;299;3501;0;10
24/08/2021 06:30;3147;0;227;5479;0;167;3752;0;272;3631;0;9
24/08/2021 07:00;3218;1;213;5537;1;170;3851;1;266;3669;1;10
24/08/2021 07:30;3310;22;230;5809;12;183;3920;13;279;3774;25;11
24/08/2021 08:00;3430;102;245;6086;40;178;4059;96;285;3952;71;11
24/08/2021 08:30;3640;249;263;6274;81;175;4284;266;293;4124;166;10
24/08/2021 09:00;3749;432;273;6445;139;182;4447;509;279;4298;242;9
24/08/2021 09:30;3880;644;274;6572;189;188;4574;790;292;4449;349;11
24/08/2021 10:00;3975;863;287;6627;248;175;4693;1062;345;4594;417;13
24/08/2021 10:30;4008;1053;324;6724;289;170;4769;1305;353;4671;494;14
24/08/2021 11:00;4069;1221;310;6762;341;155;4804;1486;345;4751;590;13
24/08/2021 11:30;4111;1370;287;6917;395;149;4809;1630;409;4779;665;8
24/08/2021 12:00;4258;1469;271;6953;455;140;4882;1739;425;4878;691;7
24/08/2021 12:30;4416;1522;262;6890;510;126;4963;1758;454;5005;644;9
24/08/2021 13:00;4450;1537;249;6929;570;125;5062;1724;473;4996;650;11
24/08/2021 13:30;4396;1557;240;6888;593;116;4879;1779;485;5016;618;19
24/08/2021 14:00;4398;1540;239;6857;625;127;4949;1769;504;4930;569;7
24/08/2021 14:30;4360;1498;229;6797;629;133;4886;1681;521;4970;474;8
24/08/2021 15:00;4302;1474;225;6681;604;140;4753;1774;554;4884;408;10
24/08/2021 15:30;4293;1397;237;6663;594;150;4668;1726;569;4760;370;10
24/08/2021 16:00;4196;1328;244;6671;541;138;4564;1714;541;4634;306;15
24/08/2021 16:30;4146;1172;232;6550;489;131;4484;1587;561;4544;243;23
24/08/2021 17:00;4137;1023;234;6390;421;138;4392;1559;572;4511;261;23
24/08/2021 17:30;4084;839;245;6309;352;124;4409;1352;626;4451;262;10
24/08/2021 18:00;4091;686;211;6080;283;132;4459;1174;661;4438;268;10
24/08/2021 18:30;4173;516;198;6181;204;117;4489;955;630;4460;235;15
24/08/2021 19:00;4259;355;166;6274;132;116;4584;660;605;4515;167;9
24/08/2021 19:30;4265;200;160;6413;72;110;4614;401;545;4558;88;5
24/08/2021 20:00;4233;84;134;6331;29;99;4558;179;517;4549;29;3
24/08/2021 20:30;4074;19;112;6244;5;103;4481;51;507;4479;2;3
24/08/2021 21:00;4111;3;94;6274;0;116;4419;2;518;4415;0;2
24/08/2021 21:30;4070;1;86;6159;0;121;4478;0;555;4252;0;6
24/08/2021 22:00;3878;1;85;5877;0;142;4422;0;646;4139;0;8
24/08/2021 22:30;3899;1;83;5904;0;154;4437;0;648;4104;0;10
24/08/2021 23:00;4145;0;77;6075;0;157;4594;0;674;4214;0;11
24/08/2021 23:30;3888;0;73;5962;0;154;4390;0;650;4494;0;11
25/08/2021 00:00;3888;0;73;5696;0;133;4314;0;643;4223;0;5
25/08/2021 00:30;3607;0;63;5500;0;105;4205;0;617;3873;0;12
25/08/2021 01:00;3349;0;56;5281;0;91;3987;0;591;3690;0;13
25/08/2021 01:30;3308;0;46;5252;0;81;4065;0;552;3706;0;8
25/08/2021 02:00;3273;0;47;5262;0;70;3878;0;543;3657;0;5
25/08/2021 02:30;3214;0;55;5240;0;66;3879;0;529;3739;0;3
25/08/2021 03:00;3110;0;56;5107;0;55;3674;0;499;3527;0;3
25/08/2021 03:30;3026;0;48;5069;0;58;3533;0;472;3439;0;3
25/08/2021 04:00;2959;0;45;4998;0;73;3433;0;461;3363;0;4
25/08/2021 04:30;2901;0;54;4974;0;77;3423;0;506;3339;0;6
25/08/2021 05:00;2899;0;44;4958;0;69;3428;0;481;3338;0;2
25/08/2021 05:30;2973;0;43;5133;0;64;3527;0;507;3375;0;3
25/08/2021 06:00;3059;0;39;5288;0;61;3611;1;566;3484;0;4
25/08/2021 06:30;3215;0;41;5520;0;67;3780;0;603;3597;0;7
25/08/2021 07:00;3243;1;42;5597;1;71;3887;1;555;3638;1;14
25/08/2021 07:30;3421;21;41;5831;18;68;3977;17;577;3658;31;32
25/08/2021 08:00;3535;98;41;6128;63;69;4106;106;563;3815;92;28
25/08/2021 08:30;3739;247;35;6281;138;58;4336;299;484;4056;213;26
25/08/2021 09:00;3882;449;29;6460;231;49;4483;580;401;4166;363;15
25/08/2021 09:30;4008;678;25;6604;330;41;4642;891;333;4356;508;6
25/08/2021 10:00;4083;904;25;6677;425;34;4707;1194;321;4434;632;4
25/08/2021 10:30;4145;1121;26;6796;506;32;4770;1455;354;4512;739;5
25/08/2021 11:00;4208;1313;29;6855;580;31;4771;1677;425;4601;822;6
25/08/2021 11:30;4249;1448;29;6944;667;32;4788;1858;497;4646;847;6
25/08/2021 12:00;4395;1550;28;7043;722;28;4893;2013;611;4725;909;4
25/08/2021 12:30;4478;1619;28;6964;780;33;4895;2131;642;4819;906;5
25/08/2021 13:00;4508;1661;29;7016;814;31;4996;2194;680;4810;890;7
25/08/2021 13:30;4442;1681;29;6954;823;27;4848;2250;680;4800;876;5
25/08/2021 14:00;4416;1683;33;6880;836;24;4853;2252;610;4756;897;4
25/08/2021 14:30;4366;1662;37;6786;824;22;4865;2241;579;4817;887;3
25/08/2021 15:00;4292;1602;42;6738;813;21;4734;2184;554;4727;863;5
25/08/2021 15:30;4254;1535;51;6671;783;22;4716;2104;552;4673;844;6
25/08/2021 16:00;4198;1451;62;6664;726;22;4584;1993;525;4604;824;7
25/08/2021 16:30;4144;1296;64;6567;651;24;4526;1844;501;4540;754;7
25/08/2021 17:00;4124;1149;62;6482;602;26;4480;1671;484;4496;647;6
25/08/2021 17:30;4124;978;59;6464;521;34;4442;1455;464;4489;495;4
25/08/2021 18:00;4162;773;53;6443;417;43;4458;1243;462;4512;377;3
25/08/2021 18:30;4228;557;51;6438;297;46;4544;979;495;4519;264;4
25/08/2021 19:00;4346;359;51;6560;188;55;4644;689;489;4587;156;3
25/08/2021 19:30;4347;199;46;6553;93;61;4668;398;462;4671;72;0
25/08/2021 20:00;4311;81;40;6406;32;66;4635;177;426;4570;25;0
25/08/2021 20:30;4145;18;36;6325;5;67;4520;50;355;4524;1;0
25/08/2021 21:00;4182;2;33;6416;0;67;4473;2;372;4476;0;1
25/08/2021 21:30;4118;0;29;6292;0;71;4552;0;448;4403;0;1
25/08/2021 22:00;3929;0;26;6076;0;68;4465;0;540;4275;0;1
25/08/2021 22:30;3941;0;26;6063;0;63;4491;0;585;4189;0;1
25/08/2021 23:00;4214;0;26;6227;0;56;4602;0;569;4299;0;1
25/08/2021 23:30;3930;0;31;6152;0;51;4416;0;582;4620;0;1
26/08/2021 00:00;3918;0;30;5774;0;49;4352;0;563;4290;0;1
26/08/2021 00:30;3612;0;28;5542;0;49;4200;0;541;3923;0;1
26/08/2021 01:00;3386;0;25;5319;0;51;3987;0;519;3836;0;1
26/08/2021 01:30;3338;0;25;5282;0;48;4053;0;503;3781;0;5
26/08/2021 02:00;3304;0;25;5346;0;42;3884;0;479;3734;0;4
26/08/2021 02:30;3253;0;27;5294;0;35;3857;0;461;3780;0;0
26/08/2021 03:00;3148;0;31;5174;0;28;3651;0;439;3563;0;1
26/08/2021 03:30;3078;0;32;5153;0;27;3518;0;425;3473;0;2
26/08/2021 04:00;3008;0;31;5065;0;27;3495;0;434;3405;0;2
26/08/2021 04:30;2954;0;30;5069;0;31;3441;0;415;3356;0;1
26/08/2021 05:00;2936;0;27;5103;0;25;3432;0;406;3342;0;1
26/08/2021 05:30;2996;0;26;5273;0;26;3544;0;425;3408;0;1
26/08/2021 06:00;3086;0;27;5397;0;27;3642;0;420;3476;0;2
26/08/2021 06:30;3244;0;29;5614;0;28;3876;0;408;3613;0;3
26/08/2021 07:00;3317;1;30;5676;1;36;3949;1;388;3711;1;3
26/08/2021 07:30;3438;22;34;5926;17;48;4014;13;396;3733;25;3
26/08/2021 08:00;3559;103;42;6123;61;54;4136;96;410;3968;95;2
26/08/2021 08:30;3730;263;44;6294;138;61;4345;293;351;4091;220;2
26/08/2021 09:00;3842;480;46;6503;240;51;4494;588;276;4212;375;5
26/08/2021 09:30;3981;718;44;6634;348;48;4666;911;188;4374;539;7
26/08/2021 10:00;4052;944;50;6782;452;46;4740;1223;142;4506;682;8
26/08/2021 10:30;4134;1137;64;6847;558;51;4782;1459;111;4558;801;6
26/08/2021 11:00;4201;1307;72;6920;653;57;4719;1681;140;4626;904;9
26/08/2021 11:30;4305;1454;90;7020;721;67;4860;1858;177;4689;985;20
26/08/2021 12:00;4391;1555;91;7071;781;72;4932;2009;231;4783;1046;24
26/08/2021 12:30;4520;1650;122;6997;808;73;5008;2118;310;4871;1094;23
26/08/2021 13:00;4560;1684;135;7029;852;70;4986;2202;359;4865;1109;23
26/08/2021 13:30;4489;1719;153;6945;874;62;4895;2234;358;4883;1123;27
26/08/2021 14:00;4477;1719;177;6916;885;67;4994;2236;338;4877;1126;31
26/08/2021 14:30;4395;1707;211;6870;884;80;4987;2241;323;4956;1110;40
26/08/2021 15:00;4349;1678;238;6806;863;82;4849;2210;275;4830;1087;43
26/08/2021 15:30;4318;1636;266;6756;831;87;4796;2157;243;4832;1040;47
26/08/2021 16:00;4273;1548;295;6756;779;92;4662;2056;225;4713;982;51
26/08/2021 16:30;4204;1436;313;6635;714;93;4628;1930;223;4648;903;55
26/08/2021 17:00;4177;1291;335;6510;642;104;4544;1761;212;4660;805;51
26/08/2021 17:30;4163;1122;367;6424;545;119;4543;1559;220;4618;683;51
26/08/2021 18:00;4177;915;373;6392;432;129;4559;1321;243;4622;541;49
26/08/2021 18:30;4247;687;382;6437;311;134;4653;1033;269;4705;388;51
26/08/2021 19:00;4350;454;382;6574;192;141;4719;718;289;4750;230;48
26/08/2021 19:30;4381;238;361;6506;92;149;4731;409;312;4752;97;50
26/08/2021 20:00;4312;87;324;6393;31;142;4732;168;320;4806;24;46
26/08/2021 20:30;4144;20;304;6321;4;155;4526;43;329;4665;1;46
26/08/2021 21:00;4191;6;326;6427;0;176;4530;1;386;4623;0;47
26/08/2021 21:30;4129;4;344;6313;0;171;4553;0;456;4468;0;42
26/08/2021 22:00;3917;3;344;6036;0;181;4539;0;496;4336;0;36
26/08/2021 22:30;3919;3;332;6065;0;196;4536;0;471;4289;0;50
26/08/2021 23:00;4167;3;333;6227;0;218;4737;0;471;4396;0;62
26/08/2021 23:30;3906;2;295;6118;0;211;4518;0;433;4686;0;58
27/08/2021 00:00;3889;2;286;5756;0;227;4498;0;416;4308;0;55
27/08/2021 00:30;3613;2;262;5524;0;234;4297;0;426;4034;0;65
27/08/2021 01:00;3347;2;264;5280;0;239;4059;0;427;3805;0;68
27/08/2021 01:30;3282;2;256;5277;0;219;4179;0;402;3836;0;72
27/08/2021 02:00;3248;1;235;5268;0;203;3970;0;411;3786;0;74
27/08/2021 02:30;3183;1;247;5245;0;199;3983;0;398;3835;0;75
27/08/2021 03:00;3077;0;251;5105;0;185;3763;0;381;3631;0;67
27/08/2021 03:30;2984;0;279;5082;0;195;3647;0;373;3538;0;62
27/08/2021 04:00;2924;0;295;4982;0;200;3560;0;361;3453;0;54
27/08/2021 04:30;2848;0;298;5000;0;210;3541;0;365;3420;0;47
27/08/2021 05:00;2838;0;283;5029;0;211;3449;0;370;3397;0;39
27/08/2021 05:30;2892;0;310;5170;0;220;3598;0;369;3446;0;63
27/08/2021 06:00;2987;0;334;5344;0;217;3669;0;352;3530;0;64
27/08/2021 06:30;3131;0;374;5503;0;226;3796;0;364;3649;0;68
27/08/2021 07:00;3215;1;396;5607;1;240;3989;1;381;3655;1;58
27/08/2021 07:30;3317;19;417;5844;18;238;4031;12;404;3775;23;49
27/08/2021 08:00;3453;100;445;6084;67;222;4199;103;375;3917;94;60
27/08/2021 08:30;3682;263;446;6264;155;209;4385;304;320;4119;227;69
27/08/2021 09:00;3854;483;422;6447;269;207;4438;559;242;4275;396;67
27/08/2021 09:30;3974;719;426;6607;388;215;4579;805;213;4424;563;65
27/08/2021 10:00;4037;947;438;6628;502;231;4654;1052;218;4531;703;64
27/08/2021 10:30;4103;1156;471;6715;593;246;4780;1267;210;4614;835;60
27/08/2021 11:00;4137;1336;490;6738;662;253;4781;1410;230;4609;934;48
27/08/2021 11:30;4186;1478;519;6832;699;240;4861;1527;287;4705;1031;48
27/08/2021 12:00;4297;1578;571;6921;764;226;4830;1727;333;4821;1091;46
27/08/2021 12:30;4419;1618;581;6806;780;226;4884;1865;344;4886;1133;45
27/08/2021 13:00;4450;1670;573;6850;798;207;5050;1932;325;4818;1156;40
27/08/2021 13:30;4380;1655;554;6747;808;208;4943;2001;321;4855;1168;37
27/08/2021 14:00;4344;1636;558;6638;818;199;4864;1986;343;4785;1165;35
27/08/2021 14:30;4256;1599;553;6545;802;193;4824;2050;316;4829;1147;39
27/08/2021 15:00;4236;1510;519;6471;779;185;4668;2114;314;4778;1120;41
27/08/2021 15:30;4162;1395;562;6460;746;200;4677;2067;331;4690;1080;42
27/08/2021 16:00;4058;1256;542;6419;700;212;4483;1977;331;4565;1010;41
27/08/2021 16:30;3982;1154;541;6347;646;219;4414;1897;353;4529;924;42
27/08/2021 17:00;3915;1093;542;6242;563;222;4361;1734;367;4535;825;39
27/08/2021 17:30;3930;1003;535;6147;478;232;4365;1533;370;4482;693;37
27/08/2021 18:00;3958;833;536;6121;374;244;4347;1286;378;4533;546;35
27/08/2021 18:30;4053;657;507;6188;268;244;4461;1023;405;4551;395;38
27/08/2021 19:00;4137;418;503;6285;167;253;4487;701;374;4563;226;34
27/08/2021 19:30;4098;233;482;6286;83;267;4546;394;349;4577;91;37
27/08/2021 20:00;4057;85;466;6113;28;248;4489;156;366;4509;24;39
27/08/2021 20:30;3931;17;429;6092;3;242;4344;40;266;4467;1;35
27/08/2021 21:00;3996;4;443;6182;0;243;4338;1;304;4454;0;41
27/08/2021 21:30;3938;2;446;6071;0;247;4379;0;319;4311;0;44
27/08/2021 22:00;3752;2;398;5853;0;257;4337;0;383;4212;0;54
27/08/2021 22:30;3805;2;334;5905;0;255;4420;0;460;4165;0;52
27/08/2021 23:00;4075;2;335;6063;0;251;4592;0;486;4270;0;51
27/08/2021 23:30;3827;2;325;6012;0;240;4411;0;524;4591;0;49
28/08/2021 00:00;3841;1;314;5668;0;237;4295;0;485;4244;0;51
28/08/2021 00:30;3554;1;292;5420;0;252;4230;0;495;3975;0;47
28/08/2021 01:00;3271;0;227;5210;0;270;4000;0;491;3763;0;44
28/08/2021 01:30;3221;0;188;5158;0;255;4049;0;480;3768;0;39
